Win,Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,Vision Score,Total damage to Champion,DPM,K+A Per Minute,KP%,GD@15,CSD@15,XPD@15,LVLD@15,Total damage taken
1,NS,Peanut,JUNGLE,7,0,10,20.4,259,7.2,15036,420,58,28295,790,0.47,0.81,919,-18,26,0,35155
1,NS,Bay,MID,2,1,10,12,200,5.6,11625,325,37,9515,266,0.34,0.571,-1076,-22,-68,0,27541
1,NS,deokdam,ADC,8,2,5,6.5,345,9.6,16616,464,62,14339,400,0.36,0.619,-713,2,-288,0,17229
1,NS,Kellin,SUPPORT,0,2,15,7.5,38,1.1,8186,229,107,5787,162,0.42,0.714,-68,1,9,0,13491
0,T1,Zeus,TOP,2,6,3,0.8,313,8.7,13275,371,30,25129,702,0.14,0.714,-497,5,-925,-1,20192
0,T1,Ellim,JUNGLE,1,3,3,1.3,202,5.6,10457,292,63,6508,182,0.11,0.571,-919,18,-26,0,31045
0,T1,Faker,MID,1,5,2,0.6,221,6.2,11530,322,24,20976,586,0.08,0.429,1076,22,68,0,18944
0,T1,Teddy,ADC,3,4,4,1.8,388,10.8,16737,467,44,27189,759,0.2,1,713,-2,288,0,15274
0,T1,Keria,SUPPORT,0,3,6,2,30,0.8,7426,207,96,4023,112,0.17,0.857,68,-1,-9,0,13685
1,T1,Zeus,TOP,2,0,8,12,195,6.4,10721,350,22,13037,425,0.33,0.769,121,-13,387,0,23320
1,T1,Ellim,JUNGLE,3,0,3,7.2,187,6.1,10805,352,35,6731,219,0.2,0.462,391,0,-125,0,28694
1,T1,Faker,MID,2,0,6,9.6,268,8.7,13178,430,55,11771,384,0.26,0.615,2195,25,1229,1,7698
1,T1,Gumayusi,ADC,4,2,6,5,269,8.8,13185,430,56,13371,436,0.33,0.769,-1528,-34,-278,0,6433
1,T1,Keria,SUPPORT,2,2,7,4.5,43,1.4,7855,256,70,2496,81,0.29,0.692,-100,21,-514,0,12384
0,NS,Rich,TOP,0,2,2,1,219,7.1,9085,296,46,9084,296,0.07,0.5,-121,13,-387,0,20576
0,NS,Peanut,JUNGLE,0,4,2,0.5,204,6.7,9573,312,50,3068,100,0.07,0.5,-391,0,125,0,25822
0,NS,Bay,MID,0,3,1,0.3,235,7.7,9254,302,41,10038,327,0.03,0.25,-2195,-25,-1229,-1,9024
0,NS,deokdam,ADC,4,2,0,2,296,9.7,12852,419,41,15323,500,0.13,1,1528,34,278,0,12051
0,NS,Kellin,SUPPORT,0,2,3,1.5,15,0.5,6297,205,88,5358,175,0.1,0.75,100,-21,514,0,5149
0,GEN,Rascal,TOP,1,3,4,1.7,338,9.9,14595,429,29,13636,401,0.15,0.714,682,8,-625,0,31320
0,GEN,Clid,JUNGLE,4,2,2,3,200,5.9,12602,371,61,13517,398,0.18,0.857,520,-4,339,0,31958
0,GEN,Karis,MID,1,2,1,1,267,7.9,11320,333,44,9043,266,0.06,0.286,-424,-19,-310,0,14502
0,GEN,Ruler,ADC,1,2,2,1.5,362,10.6,14355,422,67,15523,457,0.09,0.429,1300,38,381,1,12268
0,GEN,Life,SUPPORT,0,5,2,0.4,18,0.5,6560,193,94,5102,150,0.06,0.286,5,-17,-52,0,9821
1,DRX,kingen,TOP,1,1,8,9,297,8.7,14162,417,31,19573,576,0.26,0.643,-682,-8,625,0,23610
1,DRX,Pyosik,JUNGLE,7,2,6,6.5,238,7,14346,422,59,13359,393,0.38,0.929,-520,4,-339,0,33939
1,DRX,SOLKA,MID,2,1,3,5,304,8.9,12959,381,33,18904,556,0.15,0.357,424,19,310,0,10228
1,DRX,BAO,ADC,2,0,4,7.2,294,8.6,13065,384,40,11847,348,0.18,0.429,-1300,-38,-381,-1,9228
1,DRX,Becca,SUPPORT,2,3,6,2.7,44,1.3,8605,253,129,4672,137,0.24,0.571,-5,17,52,0,9858
0,DRX,kingen,TOP,0,4,1,0.3,263,7.9,11557,347,30,18966,569,0.03,0.25,-833,-10,-1640,-1,27264
0,DRX,Pyosik,JUNGLE,3,2,0,1.5,215,6.4,11166,335,50,15991,479,0.09,0.75,-1186,0,-874,-1,31828
0,DRX,SOLKA,MID,1,1,2,3,316,9.5,12106,363,55,9630,289,0.09,0.75,688,8,809,1,9678
0,DRX,BAO,ADC,0,2,2,1,336,10.1,12421,372,31,6603,198,0.06,0.5,-1883,-39,-1546,-2,15110
0,DRX,Becca,SUPPORT,0,3,4,1.3,52,1.6,6832,205,104,4381,131,0.12,1,255,9,816,0,14014
1,GEN,Rascal,TOP,2,0,6,9.6,302,9.1,14499,435,46,12187,365,0.24,0.667,833,10,1640,1,31310
1,GEN,Clid,JUNGLE,6,1,5,11,204,6.1,13196,396,77,16513,495,0.33,0.917,1186,0,874,1,27751
1,GEN,Karis,MID,1,2,6,3.5,275,8.2,11872,356,42,10236,307,0.21,0.583,-688,-8,-809,-1,9552
1,GEN,Ruler,ADC,3,0,4,8.4,370,11.1,15355,460,47,22670,680,0.21,0.583,1883,39,1546,2,7488
1,GEN,Life,SUPPORT,0,1,7,7,31,0.9,7300,219,91,2390,72,0.21,0.583,-255,-9,-816,0,7442
1,GEN,Rascal,TOP,2,2,0,1,331,10.2,13291,409,30,10502,323,0.06,0.667,201,6,129,0,21681
1,GEN,Clid,JUNGLE,0,3,1,0.3,167,5.1,8929,275,78,3508,108,0.03,0.333,-1091,-3,-881,-1,23083
1,GEN,Karis,MID,0,2,1,0.5,323,9.9,12301,379,31,8479,261,0.03,0.333,-661,-10,-796,0,11047
1,GEN,Ruler,ADC,0,1,1,1,367,11.3,13248,408,56,5017,154,0.03,0.333,-719,1,-411,0,11064
1,GEN,Life,SUPPORT,1,1,0,1,39,1.2,6615,204,90,1308,40,0.03,0.333,-671,-1,-360,-1,4549
0,DRX,kingen,TOP,2,1,3,5,246,7.6,12685,391,37,13071,402,0.15,0.556,-201,-6,-129,0,15725
0,DRX,Pyosik,JUNGLE,3,0,3,7.2,223,6.9,12705,391,47,7384,227,0.18,0.667,1091,3,881,1,23338
0,DRX,SOLKA,MID,1,1,2,3,298,9.2,12684,390,44,9397,289,0.09,0.333,661,10,796,0,8529
0,DRX,BAO,ADC,3,0,3,7.2,371,11.4,16286,501,51,9346,288,0.18,0.667,719,-1,411,0,3107
0,DRX,Becca,SUPPORT,0,1,6,6,40,1.2,7964,245,89,1124,35,0.18,0.667,671,1,360,1,5582
1,HLE,Morgan,TOP,1,1,5,6,327,10.3,14513,455,47,9230,289,0.19,0.545,1642,32,1146,0,25392
1,HLE,Arthur,JUNGLE,7,0,1,9.6,210,6.6,12961,407,77,8535,268,0.25,0.727,339,-3,571,1,25785
1,HLE,Chovy,MID,2,0,4,7.2,352,11,14081,442,39,13361,419,0.19,0.545,544,11,755,1,6936
1,HLE,Deft,ADC,1,0,7,9.6,324,10.2,13920,437,45,13119,411,0.25,0.727,608,13,97,0,8043
1,HLE,Vsta,SUPPORT,0,0,8,9.6,28,0.9,7167,225,84,3224,101,0.25,0.727,17,-7,389,0,4096
0,AF,Kiin,TOP,0,4,1,0.3,241,7.6,9894,310,25,11825,371,0.03,1,-1642,-32,-1146,0,20463
0,AF,Dread,JUNGLE,1,1,0,1,182,5.7,9107,286,36,4307,135,0.03,1,-339,3,-571,-1,21073
0,AF,Fly,MID,0,3,0,0,310,9.7,11539,362,34,10609,333,0,0,-544,-11,-755,-1,13224
0,AF,Bang,ADC,0,1,0,0,304,9.5,11546,362,34,5593,175,0,0,-608,-13,-97,0,7164
0,AF,Lehends,SUPPORT,0,2,0,0,39,1.2,5940,186,86,1310,41,0,0,-17,7,-389,0,10870
1,AF,Kiin,TOP,2,1,9,11,299,9.5,14740,466,34,18120,573,0.35,0.579,1627,61,2200,2,14979
1,AF,Dread,JUNGLE,5,2,9,7,240,7.6,13523,428,57,10986,348,0.44,0.737,1011,11,309,0,16712
1,AF,Fly,MID,4,1,9,13,245,7.8,13010,412,29,12030,381,0.41,0.684,-1712,-35,-809,-1,17458
1,AF,Bang,ADC,5,1,6,11,253,8,14202,449,59,12478,395,0.35,0.579,-2155,-40,-781,0,10070
1,AF,Lehends,SUPPORT,3,3,13,5.3,44,1.4,9096,288,117,4583,145,0.51,0.842,677,-5,-144,0,12965
0,HLE,Morgan,TOP,1,4,3,1,228,7.2,10494,332,29,4761,151,0.13,0.5,-1627,-61,-2200,-2,21829
0,HLE,Arthur,JUNGLE,1,5,6,1.4,148,4.7,8752,277,52,8872,281,0.22,0.875,-1011,-11,-309,0,27422
0,HLE,Chovy,MID,4,1,2,6,330,10.4,14404,456,52,11506,364,0.19,0.75,1712,35,809,1,12537
0,HLE,Deft,ADC,2,3,2,1.3,313,9.9,12801,405,43,15151,479,0.13,0.5,2155,40,781,0,12350
0,HLE,Vsta,SUPPORT,0,6,6,1,43,1.4,6360,201,73,2683,85,0.19,0.75,-677,5,144,0,12079
1,HLE,Morgan,TOP,4,1,12,16,194,7.9,10620,432,11,14279,581,0.65,0.762,-121,-13,-641,-1,18813
1,HLE,Arthur,JUNGLE,3,0,16,22.8,151,6.1,10093,411,70,11843,482,0.77,0.905,223,30,1184,1,19967
1,HLE,Chovy,MID,7,2,12,9.5,267,10.9,13384,545,36,11886,484,0.77,0.905,1713,10,-146,0,8865
1,HLE,Deft,ADC,6,0,7,15.6,213,8.7,11065,450,31,14274,581,0.53,0.619,976,23,1067,1,12522
1,HLE,Vsta,SUPPORT,1,1,17,18,21,0.9,6649,271,56,6537,266,0.73,0.857,257,7,749,1,11981
0,AF,Kiin,TOP,1,3,0,0.3,206,8.4,7951,324,29,13522,550,0.04,0.25,121,13,641,1,24004
0,AF,Dread,JUNGLE,3,6,1,0.7,115,4.7,7551,307,29,9363,381,0.16,1,-223,-30,-1184,-1,25796
0,AF,Fly,MID,0,3,3,1,203,8.3,8002,326,14,10864,442,0.12,0.75,-1713,-10,146,0,8853
0,AF,Bang,ADC,0,4,1,0.3,170,6.9,7337,299,16,7389,301,0.04,0.25,-976,-23,-1067,-1,11105
0,AF,Lehends,SUPPORT,0,5,2,0.4,22,0.9,5175,211,68,5358,218,0.08,0.5,-257,-7,-749,-1,10407
1,BRO,Hoya,TOP,2,3,14,5.3,280,5.9,14779,311,55,17626,371,0.34,1,-1075,-33,-713,-1,44290
1,BRO,UmTi,JUNGLE,3,3,10,4.3,292,6.1,16311,343,93,27449,578,0.27,0.813,235,0,-3,0,32475
1,BRO,Lava,MID,1,2,14,7.5,395,8.3,17873,376,40,33331,702,0.32,0.938,94,-4,-51,0,13916
1,BRO,Hena,ADC,10,2,5,7.5,496,10.4,23704,499,62,43918,925,0.32,0.938,318,15,262,0,25195
1,BRO,Delight,SUPPORT,0,3,14,4.7,53,1.1,10543,222,181,10712,226,0.29,0.875,237,4,171,0,18681
0,KT Rolster,Doran,TOP,1,6,5,1,422,8.9,18340,386,73,23795,501,0.13,0.462,1075,33,713,1,65141
0,KT Rolster,blank,JUNGLE,0,3,7,2.3,259,5.5,13829,291,88,6059,128,0.15,0.538,-235,0,3,0,48025
0,KT Rolster,Ucal,MID,3,0,10,15.6,383,8.1,18267,385,67,31256,658,0.27,1,-94,4,51,0,11113
0,KT Rolster,HyBrid,ADC,9,1,3,12,495,10.4,21927,462,47,40692,857,0.25,0.923,-318,-15,-262,0,19183
0,KT Rolster,Zzus,SUPPORT,0,6,7,1.2,45,0.9,9305,196,103,7261,153,0.15,0.538,-237,-4,-171,0,28277
1,KT Rolster,Doran,TOP,2,1,5,7,331,10,13924,422,36,8669,263,0.21,0.583,698,32,278,1,23165
1,KT Rolster,Bonnie,JUNGLE,1,0,6,8.4,232,7,11815,358,73,3159,96,0.21,0.583,375,11,386,1,23627
1,KT Rolster,Dove,MID,2,0,2,4.8,299,9.1,12842,389,28,12143,368,0.12,0.333,263,1,187,0,6568
1,KT Rolster,HyBrid,ADC,6,0,3,10.8,343,10.4,16581,502,30,9178,278,0.27,0.75,1710,19,590,1,13296
1,KT Rolster,Zzus,SUPPORT,1,1,8,9,42,1.3,7952,241,87,3385,103,0.27,0.75,509,3,140,0,7317
0,BRO,Hoya,TOP,0,2,0,0,251,7.6,9955,302,32,6475,196,0,0,-698,-32,-278,-1,15405
0,BRO,UmTi,JUNGLE,0,2,2,1,198,6,9703,294,68,4967,151,0.06,1,-375,-11,-386,-1,11733
0,BRO,Lava,MID,1,2,1,1,296,9,11484,348,41,9801,297,0.06,1,-263,-1,-187,0,8883
0,BRO,Hena,ADC,1,2,1,1,308,9.3,12130,368,28,8076,245,0.06,1,-1710,-19,-590,-1,10647
0,BRO,Delight,SUPPORT,0,4,2,0.5,36,1.1,6225,189,103,3859,117,0.06,1,-509,-3,-140,0,8678
1,BRO,Hoya,TOP,2,1,11,13,259,8.3,12261,392,35,10796,345,0.42,0.813,232,3,23,0,18907
1,BRO,UmTi,JUNGLE,9,1,6,15,220,7,13960,446,54,15988,511,0.48,0.938,1208,23,1076,1,33882
1,BRO,Lava,MID,2,0,14,19.2,276,8.8,12689,405,30,10834,346,0.51,1,-104,-12,-265,0,8941
1,BRO,Hena,ADC,3,1,7,10,287,9.2,12889,412,41,8986,287,0.32,0.625,-1006,-17,-715,-1,5995
1,BRO,Delight,SUPPORT,0,2,13,6.5,44,1.4,7399,236,94,5604,179,0.42,0.813,-83,1,294,1,11123
0,KT Rolster,Doran,TOP,1,3,3,1.3,239,7.6,9898,316,32,16318,521,0.13,0.8,-232,-3,-23,0,12654
0,KT Rolster,Bonnie,JUNGLE,1,4,3,1,187,6,10187,325,32,7998,255,0.13,0.8,-1208,-23,-1076,-1,30683
0,KT Rolster,Dove,MID,1,4,3,1,307,9.8,11930,381,48,10785,344,0.13,0.8,104,12,265,0,11040
0,KT Rolster,HyBrid,ADC,2,3,1,1,305,9.7,11939,381,39,7810,249,0.1,0.6,1006,17,715,1,10887
0,KT Rolster,Zzus,SUPPORT,0,2,3,1.5,32,1,6181,197,76,1794,57,0.1,0.6,83,-1,-294,-1,10965
0,LSB,Summit,TOP,1,5,6,1.4,273,7.7,12111,340,35,17116,481,0.2,0.7,-258,9,-367,0,33102
0,LSB,Croco,JUNGLE,0,3,10,3.3,172,4.8,10310,290,55,7389,208,0.28,1,-161,16,753,1,32969
0,LSB,FATE,MID,4,2,0,2,344,9.7,15020,422,38,20576,578,0.11,0.4,-1415,-14,-76,0,14860
0,LSB,Route,ADC,5,5,2,1.4,303,8.5,14933,420,51,14309,402,0.2,0.7,-474,2,-2,0,14371
0,LSB,Effort,SUPPORT,0,6,2,0.3,38,1.1,6883,193,104,1628,46,0.06,0.2,-1132,-9,-1028,-1,15980
1,DWG KIA,Khan,TOP,4,3,6,3.3,251,7.1,14115,397,30,13691,385,0.28,0.476,258,-9,367,0,20108
1,DWG KIA,Canyon,JUNGLE,3,4,10,3.3,182,5.1,12150,341,68,13747,386,0.37,0.619,161,-16,-753,-1,40342
1,DWG KIA,ShowMaker,MID,4,0,8,14.4,342,9.6,16253,457,61,22973,646,0.34,0.571,1415,14,76,0,10760
1,DWG KIA,Ghost,ADC,8,2,7,7.5,341,9.6,17827,501,52,24743,695,0.42,0.714,474,-2,2,0,13713
1,DWG KIA,BeryL,SUPPORT,2,1,12,14,46,1.3,9280,261,112,6640,187,0.39,0.667,1132,9,1028,1,12706
1,DWG KIA,Khan,TOP,2,2,7,4.5,226,6.6,11938,351,30,21210,623,0.26,0.529,-840,-29,-547,0,26961
1,DWG KIA,Canyon,JUNGLE,1,4,5,1.5,263,7.7,12484,367,52,15057,442,0.18,0.353,-392,-3,-334,0,21436
1,DWG KIA,ShowMaker,MID,7,2,7,7,387,11.4,18118,532,54,19680,578,0.41,0.824,449,30,794,0,15347
1,DWG KIA,Ghost,ADC,6,2,5,5.5,343,10.1,16624,488,71,22209,652,0.32,0.647,727,18,551,0,16416
1,DWG KIA,BeryL,SUPPORT,1,4,9,2.5,58,1.7,8732,256,100,4689,138,0.29,0.588,366,6,238,0,18729
0,LSB,Summit,TOP,0,3,7,2.3,280,8.2,12010,353,48,13038,383,0.21,0.5,840,29,547,0,35841
0,LSB,Croco,JUNGLE,5,1,6,11,191,5.6,11641,342,93,16675,490,0.32,0.786,392,3,334,0,25503
0,LSB,FATE,MID,3,3,6,3,360,10.6,14708,432,26,18231,535,0.26,0.643,-449,-30,-794,0,13480
0,LSB,Route,ADC,5,4,7,3,278,8.2,14124,415,31,17067,501,0.35,0.857,-727,-18,-551,0,21848
0,LSB,Effort,SUPPORT,1,6,8,1.5,43,1.3,7202,212,76,4189,123,0.26,0.643,-366,-6,-238,0,19434
1,GEN,Rascal,TOP,5,1,6,11,176,7.4,10467,442,24,13379,565,0.46,0.379,1479,22,827,1,14808
1,GEN,Clid,JUNGLE,10,0,15,30,141,6,12339,521,37,21699,916,1.06,0.862,837,-16,-343,0,23160
1,GEN,Bdd,MID,5,1,9,14,229,9.7,11128,470,16,18286,772,0.59,0.483,859,21,887,1,9481
1,GEN,Ruler,ADC,8,1,8,16,237,10,12513,528,41,17917,757,0.68,0.552,484,7,179,0,7248
1,GEN,Life,SUPPORT,1,1,22,23,25,1.1,7043,297,54,4960,209,0.97,0.793,-52,4,-265,0,8992
0,NS,Rich,TOP,1,6,2,0.5,141,6,6299,266,12,10719,453,0.13,0.75,-1479,-22,-827,-1,27930
0,NS,Peanut,JUNGLE,0,5,4,0.8,147,6.2,6995,295,21,10136,428,0.17,1,-837,16,343,0,28140
0,NS,Bay,MID,0,6,3,0.5,174,7.3,6868,290,14,9641,407,0.13,0.75,-859,-21,-887,-1,14111
0,NS,deokdam,ADC,2,6,1,0.5,189,8,9570,404,19,7253,306,0.13,0.75,-484,-7,-179,0,12987
0,NS,Kellin,SUPPORT,1,6,3,0.7,20,0.8,5601,236,49,4219,178,0.17,1,52,-4,265,0,12456
0,NS,Rich,TOP,2,5,1,0.6,208,6.4,10342,318,27,11134,342,0.09,0.429,-1531,-39,-957,-1,23863
0,NS,Peanut,JUNGLE,0,3,3,1,184,5.7,9482,291,62,9667,297,0.09,0.429,-780,-17,-1067,-1,25108
0,NS,Bay,MID,1,3,2,1,263,8.1,10502,323,27,13583,417,0.09,0.429,-1919,-29,-1834,-1,10002
0,NS,deokdam,ADC,4,1,1,5,320,9.8,14184,436,42,10669,328,0.15,0.714,-2205,-41,-1245,-1,14508
0,NS,Kellin,SUPPORT,0,3,4,1.3,38,1.2,6585,202,132,3983,122,0.12,0.571,-415,1,-827,-1,8325
1,GEN,Rascal,TOP,5,1,6,11,264,8.1,13325,409,29,15117,464,0.34,0.733,1531,39,957,1,19148
1,GEN,Clid,JUNGLE,3,0,9,14.4,223,6.9,12015,369,65,8540,262,0.37,0.8,780,17,1067,1,26672
1,GEN,Bdd,MID,4,2,7,5.5,267,8.2,13382,411,49,13980,429,0.34,0.733,1919,29,1834,1,8782
1,GEN,Ruler,ADC,3,2,4,3.5,343,10.5,15524,477,43,10511,323,0.22,0.467,2205,41,1245,1,9371
1,GEN,Life,SUPPORT,0,2,12,6,28,0.9,7359,226,67,4565,140,0.37,0.8,415,-1,827,1,10522
1,T1,Zeus,TOP,1,2,9,5,217,8.9,11249,459,28,17960,734,0.41,0.526,1737,19,888,1,10340
1,T1,Ellim,JUNGLE,6,0,8,16.8,187,7.6,10962,448,34,12332,504,0.57,0.737,1407,23,1602,2,14416
1,T1,Faker,MID,5,0,9,16.8,205,8.4,11425,467,23,7860,321,0.57,0.737,1500,4,562,1,16411
1,T1,Gumayusi,ADC,6,0,7,15.6,234,9.6,12434,508,35,15562,636,0.53,0.684,2750,38,1132,1,5233
1,T1,Keria,SUPPORT,1,0,12,15.6,31,1.3,7062,288,53,4420,181,0.53,0.684,1001,7,1091,1,6348
0,BRO,Hoya,TOP,0,4,1,0.3,169,6.9,6783,277,25,6772,277,0.04,0.5,-1737,-19,-888,-1,22952
0,BRO,UmTi,JUNGLE,1,2,0,0.5,135,5.5,7057,288,30,3799,155,0.04,0.5,-1407,-23,-1602,-2,22065
0,BRO,Chieftain,MID,1,4,0,0.3,202,8.3,7798,319,20,8863,362,0.04,0.5,-1500,-4,-562,-1,9378
0,BRO,Hena,ADC,0,4,2,0.5,190,7.8,7668,313,22,6937,283,0.08,1,-2750,-38,-1132,-1,9658
0,BRO,Delight,SUPPORT,0,5,1,0.2,32,1.3,4837,198,56,2934,120,0.04,0.5,-1001,-7,-1091,-1,10532
0,BRO,Hoya,TOP,0,2,0,0,165,6.5,7026,275,20,14386,564,0,0,-1946,-30,-700,0,21920
0,BRO,Chieftain,JUNGLE,0,4,1,0.3,186,7.3,7994,313,48,4487,176,0.04,1,-819,19,464,0,16019
0,BRO,UmTi,MID,0,4,0,0,159,6.2,6603,259,27,4080,160,0,0,-3180,-48,-2333,-2,11593
0,BRO,Hena,ADC,0,2,1,0.5,248,9.7,9122,357,35,9214,361,0.04,1,-894,-10,-895,0,6856
0,BRO,Delight,SUPPORT,1,4,0,0.3,33,1.3,5258,206,60,2571,101,0.04,1,-78,-6,-381,-1,11620
1,T1,Zeus,TOP,2,0,9,13.2,221,8.7,11347,445,24,17346,680,0.43,0.688,1946,30,700,0,29131
1,T1,Ellim,JUNGLE,3,0,8,13.2,171,6.7,10171,399,60,7059,277,0.43,0.688,819,-19,-464,0,19618
1,T1,Faker,MID,4,0,6,12,248,9.7,12373,485,23,12494,490,0.39,0.625,3180,48,2333,2,5603
1,T1,Gumayusi,ADC,5,0,6,13.2,272,10.7,12775,501,30,10986,431,0.43,0.688,894,10,895,0,7207
1,T1,Keria,SUPPORT,2,1,10,12,42,1.6,7188,282,61,3918,154,0.47,0.75,78,6,381,1,8352
1,KT Rolster,Doran,TOP,3,0,11,16.8,376,10.2,18691,505,35,25430,687,0.38,0.7,-1667,-30,-1223,-1,30971
1,KT Rolster,Bonnie,JUNGLE,5,3,3,2.7,209,5.6,13123,355,81,9999,270,0.22,0.4,-1044,-32,-1485,-2,19583
1,KT Rolster,Dove,MID,4,1,8,12,347,9.4,16038,433,56,20728,560,0.32,0.6,143,24,391,1,11376
1,KT Rolster,HyBrid,ADC,7,2,4,5.5,332,9,16922,457,52,16445,444,0.3,0.55,243,4,224,0,26152
1,KT Rolster,Zzus,SUPPORT,1,1,14,15,33,0.9,9389,254,101,4963,134,0.41,0.75,105,18,251,1,15702
0,AF,Kiin,TOP,0,4,3,0.8,333,9,13672,369,48,11150,301,0.08,0.429,1667,30,1223,1,30436
0,AF,Dread,JUNGLE,4,4,2,1.5,276,7.5,14134,382,63,24231,655,0.16,0.857,1044,32,1485,2,27166
0,AF,Fly,MID,1,4,2,0.8,254,6.9,11341,306,29,9764,264,0.08,0.429,-143,-24,-391,-1,27552
0,AF,Bang,ADC,2,3,3,1.7,368,9.9,15929,430,57,16418,444,0.14,0.714,-243,-4,-224,0,16195
0,AF,Lehends,SUPPORT,0,5,5,1,37,1,7749,209,116,4188,113,0.14,0.714,-105,-18,-251,-1,11813
1,AF,Kiin,TOP,3,4,4,1.8,223,8,11205,399,27,16490,588,0.25,0.438,-206,3,-242,-1,20046
1,AF,Dread,JUNGLE,5,2,5,5,177,6.3,10837,386,69,10157,362,0.36,0.625,977,15,1172,1,28597
1,AF,Fly,MID,4,1,8,12,275,9.8,12499,446,26,11192,399,0.43,0.75,889,10,275,0,10908
1,AF,Bang,ADC,4,0,5,10.8,256,9.1,13356,476,40,14532,518,0.32,0.563,2026,33,666,1,9664
1,AF,Lehends,SUPPORT,0,2,12,6,12,0.4,7389,263,78,2311,82,0.43,0.75,460,-17,797,1,5732
0,KT Rolster,Doran,TOP,3,4,3,1.5,199,7.1,9840,351,25,19284,687,0.21,0.667,206,-3,242,1,21248
0,KT Rolster,blank,JUNGLE,0,4,1,0.3,134,4.8,7186,256,33,2909,104,0.04,0.111,-977,-15,-1172,-1,22669
0,KT Rolster,Ucal,MID,4,1,2,6,343,12.2,13015,464,32,17961,640,0.21,0.667,-889,-10,-275,0,5751
0,KT Rolster,HyBrid,ADC,2,4,2,1,213,7.6,9545,340,18,5453,194,0.14,0.444,-2026,-33,-666,-1,15798
0,KT Rolster,Zzus,SUPPORT,0,3,2,0.7,32,1.1,5411,193,50,3490,124,0.07,0.222,-460,17,-797,-1,12265
1,KT Rolster,Doran,TOP,5,4,9,3.5,397,9.2,19376,451,51,23326,543,0.33,0.7,347,1,-875,-1,36185
1,KT Rolster,blank,JUNGLE,3,2,9,6,253,5.9,14280,332,103,18170,423,0.28,0.6,-470,-6,409,0,33432
1,KT Rolster,Ucal,MID,5,3,10,5,338,7.9,17175,400,34,34769,810,0.35,0.75,-31,-5,-282,0,11580
1,KT Rolster,HyBrid,ADC,7,2,3,5,410,9.5,20493,477,42,19092,445,0.23,0.5,492,-6,43,0,23012
1,KT Rolster,Zzus,SUPPORT,0,4,5,1.3,45,1,9377,218,115,3666,85,0.12,0.25,63,2,-230,0,16374
0,AF,Kiin,TOP,4,6,4,1.3,335,7.8,15537,362,61,20960,488,0.19,0.533,-347,-1,875,1,30407
0,AF,Dread,JUNGLE,7,3,5,4,281,6.5,15205,354,90,23016,536,0.28,0.8,470,6,-409,0,34158
0,AF,Fly,MID,0,4,9,2.3,348,8.1,15525,361,50,12627,294,0.21,0.6,31,5,282,0,41046
0,AF,Bang,ADC,2,4,3,1.3,435,10.1,17083,398,80,12380,288,0.12,0.333,-492,6,-43,0,22545
0,AF,Lehends,SUPPORT,2,3,8,3.3,41,1,9215,215,140,7162,167,0.23,0.667,-63,-2,230,0,17841
0,HLE,DuDu,TOP,1,2,2,1.5,262,8.8,11429,386,20,13959,471,0.1,0.75,-1923,-33,-1238,-1,16729
0,HLE,Arthur,JUNGLE,2,3,2,1.3,125,4.2,7777,262,38,4925,166,0.13,1,-680,-26,-1249,-1,21534
0,HLE,Chovy,MID,0,3,3,1,304,10.3,10666,360,23,11124,375,0.1,0.75,-543,11,169,0,14820
0,HLE,Deft,ADC,0,3,0,0,250,8.4,9745,329,38,9467,319,0,0,61,9,129,0,12246
0,HLE,Vsta,SUPPORT,1,2,3,2,21,0.7,6349,214,110,4033,136,0.13,1,114,-13,-23,0,8247
1,LSB,Summit,TOP,3,0,4,8.4,321,10.8,14611,493,52,14109,476,0.24,0.538,1923,33,1238,1,19723
1,LSB,Croco,JUNGLE,2,1,7,9,209,7.1,11393,384,111,8634,291,0.3,0.692,680,26,1249,1,24491
1,LSB,FATE,MID,6,0,5,13.2,284,9.6,13924,470,18,18123,612,0.37,0.846,543,-11,-169,0,9852
1,LSB,Route,ADC,2,1,4,6,251,8.5,11336,383,25,6972,235,0.2,0.462,-61,-9,-129,0,10842
1,LSB,Effort,SUPPORT,0,2,8,4,34,1.1,6812,230,75,3430,116,0.27,0.615,-114,13,23,0,9813
1,LSB,Summit,TOP,3,5,7,2,286,8.5,14275,425,35,14615,435,0.3,0.667,2171,25,612,0,27849
1,LSB,Croco,JUNGLE,5,1,10,15,202,6,13240,394,115,16490,491,0.45,1,2108,12,1806,1,24702
1,LSB,FATE,MID,7,1,5,12,333,9.9,15792,470,36,18136,540,0.36,0.8,299,-20,391,0,15184
1,LSB,Route,ADC,0,2,3,1.5,301,9,12196,363,50,4786,142,0.09,0.2,-570,-20,-198,0,11709
1,LSB,Effort,SUPPORT,0,2,6,3,34,1,7042,210,83,3881,116,0.18,0.4,-374,12,-377,-1,12345
0,HLE,Morgan,TOP,1,4,4,1.3,222,6.6,10572,315,17,10360,308,0.15,0.455,-2171,-25,-612,0,19551
0,HLE,Arthur,JUNGLE,3,5,4,1.4,177,5.3,10173,303,61,4120,123,0.21,0.636,-2108,-12,-1806,-1,26418
0,HLE,Chovy,MID,3,3,3,2,366,10.9,14706,438,33,20836,620,0.18,0.545,-299,20,-391,0,11281
0,HLE,Deft,ADC,3,2,4,3.5,314,9.3,13758,409,34,9596,286,0.21,0.636,570,20,198,0,15002
