Win,Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,Vision Score,Total damage to Champion,DPM,K+A Per Minute,KP%,GD@15,CSD@15,XPD@15,LVLD@15,Total damage taken
1,DRX,BAO,ADC,6,1,4,10,316,9.5,15374,463,28,14318,431,0.3,0.833,-410,-15,-382,0,16067
1,DRX,Becca,SUPPORT,2,1,8,10,33,1,8232,248,94,2417,73,0.3,0.833,-456,17,59,0,12003
0,T1,Zeus,TOP,3,3,1,1.3,197,5.9,9984,301,22,9255,279,0.12,0.667,-1690,-19,-636,0,19561
0,T1,Ellim,JUNGLE,0,2,5,2.5,186,5.6,9419,284,41,3892,117,0.15,0.833,114,13,584,1,22951
0,T1,Faker,MID,0,2,4,2,265,8,10811,325,62,13441,405,0.12,0.667,67,3,-83,0,9942
0,T1,Gumayusi,ADC,2,2,4,3,361,10.9,14145,426,44,13163,396,0.18,1,410,15,382,0,15804
0,T1,Keria,SUPPORT,1,3,5,2,20,0.6,7073,213,107,4749,143,0.18,1,456,-17,-59,0,11208
1,T1,Zeus,TOP,6,4,8,3.5,221,6.8,12580,387,22,11671,359,0.43,0.737,443,-2,-894,-1,30280
1,T1,Ellim,JUNGLE,2,3,9,3.7,162,5,9658,297,42,7273,224,0.34,0.579,-853,-25,-1437,-2,27544
1,T1,Faker,MID,5,2,12,8.5,270,8.3,13763,424,37,20880,643,0.52,0.895,84,-4,-27,0,13911
1,T1,Gumayusi,ADC,6,2,9,7.5,324,10,15988,492,58,15357,473,0.46,0.789,785,31,1010,1,21760
1,T1,Keria,SUPPORT,0,3,11,3.7,43,1.3,7381,227,90,4136,127,0.34,0.579,187,-7,-227,-1,15820
0,DRX,kingen,TOP,0,2,10,5,212,6.5,11213,345,47,12135,374,0.31,0.714,-443,2,894,1,26575
0,DRX,Pyosik,JUNGLE,1,5,5,1.2,245,7.5,11762,362,61,14765,455,0.18,0.429,853,25,1437,2,23912
0,DRX,SOLKA,MID,5,3,8,4.3,258,7.9,12483,384,40,27215,838,0.4,0.929,-84,4,27,0,10050
0,DRX,BAO,ADC,8,2,1,4.5,277,8.5,14303,440,31,17380,535,0.28,0.643,-785,-31,-1010,-1,11319
0,DRX,Becca,SUPPORT,0,7,3,0.4,36,1.1,6464,199,90,3963,122,0.09,0.214,-187,7,227,1,13955
1,DRX,kingen,TOP,3,0,8,13.2,257,8.6,12408,414,31,24425,815,0.37,0.917,1862,64,1111,1,11469
1,DRX,Pyosik,JUNGLE,3,0,8,13.2,234,7.8,12623,421,53,10231,341,0.37,0.917,261,6,339,1,27968
1,DRX,SOLKA,MID,2,0,8,12,233,7.8,10973,366,35,11411,381,0.33,0.833,-1269,-32,-588,0,7173
1,DRX,BAO,ADC,4,1,2,6,273,9.1,13444,448,36,11400,380,0.2,0.5,-202,-25,-332,0,4829
1,DRX,Becca,SUPPORT,0,1,9,9,45,1.5,7446,248,100,1679,56,0.3,0.75,121,7,-188,0,7937
0,T1,Zeus,TOP,0,4,1,0.3,152,5.1,7468,249,21,5180,173,0.03,0.5,-1862,-64,-1111,-1,23738
0,T1,Ellim,JUNGLE,0,1,1,1,163,5.4,8456,282,33,5324,178,0.03,0.5,-261,-6,-339,-1,27117
0,T1,Faker,MID,1,2,1,1,290,9.7,11725,391,46,14015,467,0.07,1,1269,32,588,0,12107
0,T1,Gumayusi,ADC,1,2,1,1,313,10.4,11698,390,43,7596,253,0.07,1,202,25,332,0,13135
0,T1,Keria,SUPPORT,0,3,2,0.7,36,1.2,5895,197,72,1868,62,0.07,1,-121,-7,188,0,9580
1,KT Rolster,Doran,TOP,5,1,4,9,390,10.7,20326,560,46,21944,604,0.25,0.818,1045,0,-579,0,19623
1,KT Rolster,GIDEON,JUNGLE,1,0,6,8.4,254,7,13763,379,68,9379,258,0.19,0.636,39,-23,-696,-1,29886
1,KT Rolster,Dove,MID,3,2,6,4.5,334,9.2,15408,424,47,12680,349,0.25,0.818,324,12,91,0,12414
1,KT Rolster,HyBrid,ADC,2,2,4,3,362,10,15632,430,60,9363,258,0.17,0.545,-527,-11,-272,0,12717
1,KT Rolster,Zzus,SUPPORT,0,3,8,2.7,33,0.9,8682,239,101,3094,85,0.22,0.727,-13,-1,-213,0,16760
0,BRO,Hoya,TOP,0,3,1,0.3,263,7.2,11126,306,49,8057,222,0.03,0.125,-1045,0,579,0,17248
0,BRO,UmTi,JUNGLE,0,3,5,1.7,243,6.7,11068,305,83,3207,88,0.14,0.625,-39,23,696,1,33005
0,BRO,Lava,MID,1,2,6,3.5,346,9.5,13892,383,30,13085,360,0.19,0.875,-324,-12,-91,0,12593
0,BRO,Hena,ADC,7,1,1,8,459,12.6,19201,529,48,23075,635,0.22,1,527,11,272,0,8682
0,BRO,Delight,SUPPORT,0,2,6,3,40,1.1,7252,200,105,3469,96,0.17,0.75,13,1,213,0,11486
0,BRO,Hoya,TOP,0,1,7,7,308,7.6,13464,334,52,8472,210,0.17,0.538,78,-1,127,0,23491
0,BRO,UmTi,JUNGLE,4,1,6,10,301,7.5,15187,377,87,12409,308,0.25,0.769,1357,17,1532,1,33428
0,BRO,Lava,MID,6,2,5,5.5,364,9,17360,431,62,16364,406,0.27,0.846,1193,21,485,0,9917
0,BRO,Hena,ADC,2,3,8,3.3,397,9.9,16755,416,112,9516,236,0.25,0.769,-997,-18,-712,0,9838
0,BRO,Delight,SUPPORT,1,4,7,2,40,1,8818,219,112,3616,90,0.2,0.615,-166,2,355,0,13828
1,KT Rolster,Doran,TOP,0,3,3,1,330,8.2,13885,345,40,10791,268,0.07,0.273,-78,1,-127,0,22327
1,KT Rolster,GIDEON,JUNGLE,0,4,7,1.8,291,7.2,13504,335,78,4869,121,0.17,0.636,-1357,-17,-1532,-1,32292
1,KT Rolster,Dove,MID,5,2,5,5,349,8.7,17585,437,35,17344,431,0.25,0.909,-1193,-21,-485,0,9806
1,KT Rolster,HyBrid,ADC,4,0,6,12,469,11.6,19763,491,75,13463,334,0.25,0.909,997,18,712,0,8714
1,KT Rolster,Zzus,SUPPORT,2,4,6,2,33,0.8,8760,218,101,2820,70,0.2,0.727,166,-2,-355,0,15018
0,NS,Rich,TOP,1,6,4,0.8,226,7.5,9875,327,30,10872,360,0.17,1,-650,-2,-1211,-1,16254
0,NS,Peanut,JUNGLE,4,1,1,5,239,7.9,11185,370,50,10502,348,0.17,1,-1029,4,-369,0,18554
0,NS,Bay,MID,0,2,2,1,284,9.4,11007,364,36,11967,396,0.07,0.4,-1484,-24,-89,0,8600
0,NS,deokdam,ADC,0,2,0,0,277,9.2,10229,339,25,4254,141,0,0,-1051,-32,-967,0,12591
0,NS,Kellin,SUPPORT,0,1,1,1,49,1.6,6170,204,75,2738,91,0.03,0.2,-72,12,141,0,7446
1,GEN,Rascal,TOP,2,4,7,2.3,268,8.9,12406,411,23,9125,302,0.3,0.75,650,2,1211,1,23774
1,GEN,Clid,JUNGLE,4,1,6,10,197,6.5,11630,385,92,6501,215,0.33,0.833,1029,-4,369,0,22814
1,GEN,Bdd,MID,1,0,7,9.6,321,10.6,13695,453,45,14009,464,0.26,0.667,1484,24,89,0,8574
1,GEN,Ruler,ADC,5,0,1,7.2,361,12,15468,512,90,9673,320,0.2,0.5,1051,32,967,0,11326
1,GEN,Life,SUPPORT,0,0,6,7.2,26,0.9,6943,230,67,1273,42,0.2,0.5,72,-12,-141,0,7489
1,GEN,Rascal,TOP,3,3,7,3.3,226,8.3,12834,473,28,15128,557,0.37,0.455,1747,21,-206,0,23956
1,GEN,Clid,JUNGLE,6,0,12,21.6,167,6.2,12230,450,82,15530,572,0.66,0.818,76,-35,-957,-1,25578
1,GEN,Bdd,MID,4,1,6,10,243,9,11650,429,32,16994,626,0.37,0.455,268,7,991,1,12715
1,GEN,Ruler,ADC,8,2,4,6,270,9.9,13206,486,44,18339,675,0.44,0.545,262,10,184,0,10367
1,GEN,Life,SUPPORT,1,3,8,3,31,1.1,6740,248,53,4849,179,0.33,0.409,-244,0,490,1,10714
0,NS,Rich,TOP,4,5,1,1,203,7.5,9625,355,22,16466,606,0.18,0.556,-1747,-21,206,0,27319
0,NS,Peanut,JUNGLE,1,5,3,0.8,199,7.3,9004,332,35,9716,358,0.15,0.444,-76,35,957,1,19862
0,NS,Bay,MID,1,4,4,1.3,236,8.7,9184,338,20,10503,387,0.18,0.556,-268,-7,-991,-1,13536
0,NS,deokdam,ADC,2,2,3,2.5,227,8.4,9306,343,16,8357,308,0.18,0.556,-262,-10,-184,0,12864
0,NS,Kellin,SUPPORT,1,6,4,0.8,31,1.1,5619,207,60,4409,162,0.18,0.556,244,0,-490,-1,14999
1,HLE,Morgan,TOP,3,3,9,4,329,8.3,16724,424,63,18171,461,0.3,0.667,183,27,-2,0,43049
1,HLE,Arthur,JUNGLE,3,3,6,3,233,5.9,13060,331,102,11904,302,0.23,0.5,-267,-11,-988,-1,28450
1,HLE,Chovy,MID,5,1,5,10,482,12.2,21037,533,90,30735,779,0.25,0.556,977,18,721,0,19223
1,HLE,Deft,ADC,7,2,8,7.5,371,9.4,18359,465,71,26789,679,0.38,0.833,-478,-1,-764,0,19452
1,HLE,Vsta,SUPPORT,0,3,16,5.3,35,0.9,9384,238,109,9692,246,0.41,0.889,-128,-18,-597,-1,18295
0,DWG KIA,Khan,TOP,1,2,8,4.5,252,6.4,12780,324,31,21839,554,0.23,0.75,-183,-27,2,0,30934
0,DWG KIA,Canyon,JUNGLE,6,3,2,2.7,320,8.1,17068,433,52,21547,546,0.2,0.667,267,11,988,1,24476
0,DWG KIA,ShowMaker,MID,2,3,4,2,338,8.6,14805,375,50,17609,446,0.15,0.5,-977,-18,-721,0,13777
0,DWG KIA,Ghost,ADC,3,2,5,4,347,8.8,16494,418,80,15258,387,0.2,0.667,478,1,764,0,20969
0,DWG KIA,BeryL,SUPPORT,0,8,7,0.9,72,1.8,9226,234,107,12117,307,0.18,0.583,128,18,597,1,30316
1,DWG KIA,Khan,TOP,0,2,9,4.5,208,6.9,10080,336,29,11733,391,0.3,0.6,-1215,-31,-1089,-1,25218
1,DWG KIA,Canyon,JUNGLE,7,1,5,12,251,8.4,14181,473,38,15894,530,0.4,0.8,379,20,1129,1,17329
1,DWG KIA,ShowMaker,MID,1,3,6,2.3,280,9.3,11950,398,47,15508,517,0.23,0.467,-458,-6,-743,0,13123
1,DWG KIA,Ghost,ADC,6,2,5,5.5,273,9.1,13794,460,52,17395,580,0.37,0.733,-1286,-13,-568,-1,13288
1,DWG KIA,BeryL,SUPPORT,1,0,12,15.6,39,1.3,8192,273,97,8863,295,0.43,0.867,199,5,-135,0,8975
0,HLE,DuDu,TOP,1,4,1,0.5,232,7.7,10473,349,32,9009,300,0.07,0.25,1215,31,1089,1,23864
0,HLE,Arthur,JUNGLE,2,2,3,2.5,170,5.7,9283,309,51,6584,219,0.17,0.625,-379,-20,-1129,-1,26549
0,HLE,Chovy,MID,0,2,6,3,274,9.1,11256,375,30,16718,557,0.2,0.75,458,6,743,0,14389
0,HLE,Deft,ADC,2,3,3,1.7,276,9.2,12391,413,28,13793,460,0.17,0.625,1286,13,568,1,13751
0,HLE,Vsta,SUPPORT,3,4,2,1.3,12,0.4,6895,230,75,8197,273,0.17,0.625,-199,-5,135,0,16223
0,HLE,Morgan,TOP,3,4,6,2.3,286,8.2,13852,399,40,15168,437,0.26,0.5,228,15,121,0,49442
0,HLE,Arthur,JUNGLE,6,2,6,6,223,6.4,13074,377,48,27588,795,0.35,0.667,496,-1,156,0,28201
0,HLE,Chovy,MID,5,6,1,1,311,9,14918,430,47,19889,573,0.17,0.333,825,5,-418,0,21575
0,HLE,Deft,ADC,2,5,10,2.4,269,7.8,13254,382,46,22281,642,0.35,0.667,691,19,554,0,21985
0,HLE,Vsta,SUPPORT,2,7,5,1,36,1,8046,232,103,5245,151,0.2,0.389,-807,2,-1153,-1,20837
1,DWG KIA,Khan,TOP,3,5,15,3.6,237,6.8,13331,384,31,19883,573,0.52,0.75,-228,-15,-121,0,42739
1,DWG KIA,Canyon,JUNGLE,3,1,12,15,238,6.9,13962,402,48,10236,295,0.43,0.625,-496,1,-156,0,41441
1,DWG KIA,ShowMaker,MID,3,3,14,5.7,300,8.6,15197,438,62,23065,665,0.49,0.708,-825,-5,418,0,16157
1,DWG KIA,BeryL,ADC,5,7,8,1.9,211,6.1,13460,388,32,18501,533,0.37,0.542,-691,-19,-554,0,17494
1,DWG KIA,Ghost,SUPPORT,10,2,13,11.5,76,2.2,14570,420,97,32538,938,0.66,0.958,807,-2,1153,1,11657
1,AF,Kiin,TOP,1,1,6,7,291,7.1,13694,335,42,13979,342,0.17,0.636,645,0,695,1,33359
1,AF,Dread,JUNGLE,3,1,5,8,283,6.9,14296,349,94,13931,340,0.2,0.727,988,-10,-86,0,20806
1,AF,Fly,MID,2,1,6,8,320,7.8,14196,347,41,15378,376,0.2,0.727,20,5,-136,0,11800
1,AF,Bang,ADC,5,1,1,6,393,9.6,18778,459,60,13972,341,0.15,0.545,-203,-11,-27,0,18033
1,AF,Lehends,SUPPORT,0,0,7,8.4,38,0.9,9132,223,130,7322,179,0.17,0.636,-79,-17,-25,0,10087
0,DRX,kingen,TOP,2,4,2,1,267,6.5,13557,331,37,13434,328,0.1,1,-645,0,-695,-1,38423
0,DRX,Pyosik,JUNGLE,0,2,3,1.5,295,7.2,13578,332,138,17105,418,0.07,0.75,-988,10,86,0,28530
0,DRX,SOLKA,MID,0,3,1,0.3,311,7.6,13308,325,53,14873,363,0.02,0.25,-20,-5,136,0,10929
0,DRX,BAO,ADC,2,1,0,2,398,9.7,17704,433,47,11019,269,0.05,0.5,203,11,27,0,12983
0,DRX,Becca,SUPPORT,0,1,4,4,38,0.9,8885,217,112,2995,73,0.1,1,79,17,25,0,12446
1,DRX,kingen,TOP,0,3,9,3,246,6,12418,302,33,11512,280,0.22,0.529,-1125,-21,-697,-1,24148
1,DRX,Pyosik,JUNGLE,5,3,8,4.3,279,6.8,15521,377,117,22817,555,0.32,0.765,-230,-7,268,1,34192
1,DRX,SOLKA,MID,3,0,7,12,348,8.5,16100,392,39,20924,509,0.24,0.588,510,-13,87,0,14241
1,DRX,BAO,ADC,9,2,3,6,407,9.9,19419,472,42,28826,701,0.29,0.706,490,1,313,0,16034
1,DRX,Becca,SUPPORT,0,4,12,3,40,1,8870,216,114,5265,128,0.29,0.706,161,4,814,1,25345
0,AF,Kiin,TOP,1,5,4,1,346,8.4,15943,388,49,15830,385,0.12,0.417,1125,21,697,1,49294
0,AF,Dread,JUNGLE,8,2,2,5,299,7.3,16328,397,102,23097,562,0.24,0.833,230,7,-268,-1,32334
0,AF,Fly,MID,1,2,3,2,308,7.5,13976,340,42,18217,443,0.1,0.333,-510,13,-87,0,14257
0,AF,Bang,ADC,1,3,4,1.7,332,8.1,15387,374,67,12919,314,0.12,0.417,-490,-1,-313,0,19122
0,AF,Lehends,SUPPORT,1,5,6,1.4,49,1.2,9626,234,126,6590,160,0.17,0.583,-161,-4,-814,-1,18458
0,AF,Kiin,TOP,1,2,4,2.5,280,7.8,12453,349,35,9576,268,0.14,0.385,-1852,-31,-829,0,34598
0,AF,Dread,JUNGLE,0,5,8,1.6,189,5.3,10180,285,48,7015,197,0.22,0.615,-1906,-26,-1640,-1,35915
0,AF,Fly,MID,4,3,4,2.7,286,8,13551,380,47,28113,788,0.22,0.615,-378,-12,-830,-1,16894
0,AF,Bang,ADC,6,2,4,5,316,8.9,15603,437,59,21000,589,0.28,0.769,74,14,157,0,16062
0,AF,Lehends,SUPPORT,2,7,9,1.6,30,0.8,8828,247,94,11583,325,0.31,0.846,-160,-15,-486,-1,19855
1,DRX,kingen,TOP,1,1,4,5,306,8.6,14283,400,50,20845,584,0.14,0.263,1852,31,829,0,23927
1,DRX,Pyosik,JUNGLE,8,2,5,6.5,263,7.4,15315,429,82,21389,599,0.36,0.684,1906,26,1640,1,42759
1,DRX,SOLKA,MID,3,0,8,13.2,340,9.5,14937,419,43,25287,709,0.31,0.579,378,12,830,1,9850
1,DRX,BAO,ADC,5,5,7,2.4,313,8.8,15610,437,36,17758,498,0.34,0.632,-74,-14,-157,0,12256
1,DRX,Becca,SUPPORT,2,5,10,2.4,33,0.9,8983,252,90,3528,99,0.34,0.632,160,15,486,1,14668
0,LSB,Summit,TOP,3,5,2,1,298,8,14226,381,39,20947,561,0.13,0.556,-876,-12,-593,0,34062
0,LSB,OnFleek,JUNGLE,0,1,5,5,232,6.2,11649,312,94,4105,110,0.13,0.556,141,6,8,0,19395
0,LSB,FATE,MID,5,2,1,3,339,9.1,15220,408,48,12332,330,0.16,0.667,681,-3,1093,1,10370
0,LSB,Prince,ADC,1,3,1,0.7,364,9.8,14830,397,43,6286,168,0.05,0.222,-752,-27,-617,0,17193
0,LSB,Effort,SUPPORT,0,6,3,0.5,32,0.9,7328,196,121,3699,99,0.08,0.333,-293,-6,357,0,18293
1,T1,Zeus,TOP,4,1,6,10,277,7.4,14941,400,33,15794,423,0.27,0.588,876,12,593,0,25293
1,T1,Oner,JUNGLE,4,3,7,3.7,239,6.4,14241,381,52,15914,426,0.29,0.647,-141,-6,-8,0,17109
1,T1,Clozer,MID,2,4,3,1.3,279,7.5,13433,360,31,9288,249,0.13,0.294,-681,3,-1093,-1,13188
1,T1,Teddy,ADC,6,0,6,14.4,368,9.9,17580,471,64,20313,544,0.32,0.706,752,27,617,0,8797
1,T1,Keria,SUPPORT,1,1,11,12,41,1.1,9281,249,113,4256,114,0.32,0.706,293,6,-357,0,8677
1,T1,Zeus,TOP,0,1,9,9,168,7,8693,361,21,15222,632,0.37,0.529,26,-5,428,1,24193
1,T1,Oner,JUNGLE,4,2,10,7,170,7.1,10233,425,52,13465,559,0.58,0.824,1459,28,2650,2,25073
1,T1,Clozer,MID,6,0,7,15.6,216,9,11644,483,12,17558,729,0.54,0.765,1817,9,789,0,11822
1,T1,Teddy,ADC,6,0,3,10.8,245,10.2,11845,492,39,13166,547,0.37,0.529,762,10,-80,0,9885
1,T1,Keria,SUPPORT,1,2,10,5.5,28,1.2,6500,270,60,3775,157,0.46,0.647,810,2,21,0,12998
0,LSB,Summit,TOP,1,5,2,0.6,168,7,7330,304,14,15902,660,0.12,0.6,-26,5,-428,-1,27454
0,LSB,OnFleek,JUNGLE,0,4,2,0.5,138,5.7,6786,282,36,4484,186,0.08,0.4,-1459,-28,-2650,-2,22345
0,LSB,FATE,MID,3,3,2,1.7,214,8.9,9142,380,27,16226,674,0.21,1,-1817,-9,-789,0,10412
0,LSB,Prince,ADC,1,1,0,1,214,8.9,8263,343,31,6822,283,0.04,0.2,-762,-10,80,0,11243
0,LSB,Effort,SUPPORT,0,4,2,0.5,29,1.2,4897,203,42,2917,121,0.08,0.4,-810,-2,-21,0,12122
0,NS,Rich,TOP,2,2,1,1.5,331,9.3,13766,385,26,15543,435,0.08,0.375,-213,-17,157,0,25623
0,NS,Peanut,JUNGLE,0,3,3,1,232,6.5,11511,322,85,6708,188,0.08,0.375,-1351,-32,-1421,-1,33684
0,NS,Bay,MID,1,4,5,1.5,297,8.3,12470,349,42,17816,498,0.17,0.75,-504,-34,-581,-1,16316
0,NS,deokdam,ADC,5,2,1,3,324,9.1,15356,429,51,18645,521,0.17,0.75,585,5,-3,0,17085
0,NS,Kellin,SUPPORT,0,3,6,2,31,0.9,7155,200,99,3825,107,0.17,0.75,-119,-3,-115,0,15593
1,T1,Zeus,TOP,1,1,5,6,354,9.9,14653,410,30,15075,421,0.17,0.429,213,17,-157,0,30378
1,T1,Oner,JUNGLE,5,2,4,4.5,262,7.3,14419,403,44,14243,398,0.25,0.643,1351,32,1421,1,32629
1,T1,Clozer,MID,2,3,5,2.3,355,9.9,16123,451,45,14731,412,0.2,0.5,504,34,581,1,18683
1,T1,Teddy,ADC,5,1,3,8,363,10.1,16576,463,47,21151,591,0.22,0.571,-585,-5,3,0,14609
1,T1,Keria,SUPPORT,1,1,11,12,49,1.4,9260,259,109,8327,233,0.34,0.857,119,3,115,0,14134
1,T1,Zeus,TOP,4,4,7,2.8,264,7.4,14248,400,33,11019,310,0.31,0.647,-395,7,55,0,35351
1,T1,Oner,JUNGLE,2,3,7,3,224,6.3,12770,359,52,14154,398,0.25,0.529,-708,8,-84,0,30875
1,T1,Clozer,MID,6,1,6,12,390,11,18950,532,27,30064,844,0.34,0.706,2692,40,2293,2,21027
1,T1,Teddy,ADC,2,3,7,3,352,9.9,15478,435,45,9452,266,0.25,0.529,1485,37,839,1,12916
1,T1,Keria,SUPPORT,3,3,7,3.3,26,0.7,9632,271,93,15112,424,0.28,0.588,796,-16,799,1,13594
0,NS,Rich,TOP,5,2,5,5,312,8.8,15824,444,28,26671,749,0.28,0.714,395,-7,-55,0,36606
0,NS,Peanut,JUNGLE,5,4,4,2.3,226,6.3,13112,368,68,12618,354,0.25,0.643,708,-8,84,0,31014
0,NS,Bay,MID,1,3,5,2,275,7.7,11943,335,36,10688,300,0.17,0.429,-2692,-40,-2293,-2,14937
0,NS,deokdam,ADC,3,3,4,2.3,376,10.6,15433,434,45,10132,285,0.2,0.5,-1485,-37,-839,-1,20253
0,NS,Kellin,SUPPORT,0,5,5,1,34,1,7169,201,107,4403,124,0.14,0.357,-796,16,-799,-1,14738
1,DWG KIA,Khan,TOP,3,2,7,5,294,6.7,14552,330,44,22613,514,0.23,0.625,-1823,-26,-1363,-1,36029
1,DWG KIA,Canyon,JUNGLE,2,2,12,7,258,5.9,15185,345,107,14332,325,0.32,0.875,-545,13,-13,0,45840
1,DWG KIA,ShowMaker,MID,2,3,8,3.3,428,9.7,17785,404,56,24682,561,0.23,0.625,-235,-1,-391,0,17302
1,DWG KIA,Ghost,ADC,8,4,4,3,400,9.1,21023,477,82,35164,799,0.27,0.75,191,-7,92,0,23331
1,DWG KIA,BeryL,SUPPORT,1,6,13,2.3,31,0.7,10736,244,154,10824,246,0.32,0.875,133,-20,-152,0,19696
0,LSB,Summit,TOP,8,2,9,8.5,382,8.7,20806,473,58,35698,811,0.39,1,1823,26,1363,1,43477
0,LSB,OnFleek,JUNGLE,3,5,7,2,298,6.8,15973,363,86,16863,383,0.23,0.588,545,-13,13,0,26141
0,LSB,FATE,MID,3,2,12,7.5,383,8.7,17884,406,58,26433,600,0.34,0.882,235,1,391,0,15214
0,LSB,Prince,ADC,2,4,11,3.3,337,7.7,16150,367,46,23735,539,0.3,0.765,-191,7,-92,0,29908
0,LSB,Effort,SUPPORT,1,3,9,3.3,43,1,9448,215,120,7843,178,0.23,0.588,-133,20,152,0,29778
0,LSB,Summit,TOP,1,2,8,4.5,252,7.9,11397,356,40,13625,425,0.28,0.692,-216,-2,-549,-1,24717
0,LSB,OnFleek,JUNGLE,4,3,4,2.7,209,6.5,11573,361,62,7501,234,0.25,0.615,618,0,-119,0,28071
0,LSB,FATE,MID,1,3,12,4.3,233,7.3,10621,331,35,13074,408,0.41,1,-418,-21,-508,0,11261
0,LSB,Prince,ADC,6,4,6,3,289,9,14631,457,67,21935,684,0.37,0.923,287,-7,34,0,15826
0,LSB,Effort,SUPPORT,1,6,8,1.5,29,0.9,7132,223,74,4687,146,0.28,0.692,-266,1,-173,0,19570
1,DWG KIA,Khan,TOP,1,2,9,5,253,7.9,11567,361,25,17592,549,0.31,0.556,216,2,549,1,28963
1,DWG KIA,Canyon,JUNGLE,2,3,14,5.3,172,5.4,10663,333,53,9230,288,0.5,0.889,-618,0,119,0,29879
1,DWG KIA,ShowMaker,MID,5,2,9,7,332,10.4,14889,465,47,20008,624,0.44,0.778,418,21,508,0,11264
1,DWG KIA,Ghost,ADC,8,2,7,7.5,310,9.7,15504,484,59,17452,545,0.47,0.833,-287,7,-34,0,13716
1,DWG KIA,BeryL,SUPPORT,2,4,15,4.3,32,1,8693,271,51,7556,236,0.53,0.944,266,-1,173,0,16222
1,GEN,Rascal,TOP,2,0,8,12,326,10.4,15435,494,29,11836,379,0.32,0.667,2251,28,1788,2,20372
1,GEN,Clid,JUNGLE,0,1,9,9,210,6.7,11464,367,67,3707,119,0.29,0.6,600,-7,-155,0,24529
1,GEN,Bdd,MID,5,1,4,9,323,10.3,14870,476,35,16835,539,0.29,0.6,1243,14,1144,1,9678
1,GEN,Ruler,ADC,8,1,1,9,368,11.8,16157,517,69,12842,411,0.29,0.6,330,10,596,0,9930
1,GEN,Life,SUPPORT,0,2,9,4.5,27,0.9,7292,233,70,2911,93,0.29,0.6,-331,11,-948,-1,14241
0,BRO,Hoya,TOP,0,5,0,0,215,6.9,9481,304,28,6423,206,0,0,-2251,-28,-1788,-2,14510
0,BRO,UmTi,JUNGLE,2,3,1,1,182,5.8,9926,318,39,7207,231,0.1,0.6,-600,7,155,0,29053
0,BRO,Lava,MID,2,4,2,1,283,9.1,11531,369,28,19129,612,0.13,0.8,-1243,-14,-1144,-1,15976
0,BRO,Hena,ADC,0,1,4,4,378,12.1,13650,437,47,7253,232,0.13,0.8,-330,-10,-596,0,7051
0,BRO,Delight,SUPPORT,1,2,2,1.5,23,0.7,6402,205,77,4295,138,0.1,0.6,331,-11,948,1,5804
1,BRO,Hoya,TOP,0,2,9,4.5,222,7.5,9461,320,32,7635,258,0.3,0.6,-2840,-25,-868,-1,14745
1,BRO,UmTi,JUNGLE,0,1,8,8,175,5.9,8891,301,33,9157,310,0.27,0.533,-647,-9,-661,0,24681
1,BRO,Lava,MID,0,1,11,11,252,8.5,10446,354,35,7228,245,0.37,0.733,-163,-3,656,1,11116
1,BRO,Hena,ADC,13,0,1,16.8,356,12,18111,613,71,16984,575,0.47,0.933,1405,-6,159,0,9739
1,BRO,Delight,SUPPORT,2,2,10,6,28,0.9,7834,265,91,5792,196,0.41,0.8,912,-9,1867,2,6633
0,GEN,Rascal,TOP,2,2,2,2,288,9.7,13098,443,32,10414,352,0.14,0.667,2840,25,868,1,16884
0,GEN,Clid,JUNGLE,0,1,4,4,194,6.6,9482,321,83,5153,174,0.14,0.667,647,9,661,0,25063
0,GEN,Bdd,MID,2,4,3,1.3,254,8.6,10540,357,34,13156,445,0.17,0.833,163,3,-656,-1,11124
0,GEN,Ruler,ADC,2,4,1,0.8,315,10.7,11856,401,58,11627,393,0.1,0.5,-1405,6,-159,0,13087
0,GEN,Life,SUPPORT,0,4,3,0.8,24,0.8,5745,194,74,2473,84,0.1,0.5,-912,9,-1867,-2,11631
1,GEN,Rascal,TOP,2,1,5,7,276,8.8,12475,397,45,11041,351,0.22,0.636,406,14,515,1,22535
1,GEN,Clid,JUNGLE,5,1,2,7,232,7.4,13074,416,102,11805,375,0.22,0.636,1463,22,1493,2,25324
1,GEN,Bdd,MID,3,0,6,10.8,306,9.7,13775,438,31,17396,553,0.29,0.818,420,0,303,0,6230
1,GEN,Ruler,ADC,0,2,7,3.5,362,11.5,15191,483,43,8372,266,0.22,0.636,1303,30,259,0,8253
1,GEN,Life,SUPPORT,1,1,6,7,34,1.1,8045,256,68,4649,148,0.22,0.636,-320,-16,79,0,7812
0,BRO,Hoya,TOP,0,2,3,1.5,213,6.8,8898,283,27,6501,207,0.1,0.6,-406,-14,-515,-1,16874
0,BRO,UmTi,JUNGLE,0,3,5,1.7,144,4.6,8114,258,46,1873,60,0.16,1,-1463,-22,-1493,-2,23405
0,BRO,Lava,MID,2,1,2,4,310,9.9,12517,398,17,8017,255,0.13,0.8,-420,0,-303,0,9358
0,BRO,Hena,ADC,2,3,3,1.7,298,9.5,12476,397,41,7932,252,0.16,1,-1303,-30,-259,0,11630
0,BRO,Delight,SUPPORT,1,2,4,2.5,46,1.5,6464,206,84,3280,104,0.16,1,320,16,-79,0,11121
1,AF,Kiin,TOP,4,1,6,10,220,8.2,10668,395,29,13700,508,0.37,0.588,622,-7,-21,0,20073
