Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Damage dealt to turrets,Total heal,Damage self mitigated,Time ccing others,Total damage taken,Win
GEN,Life,SUPPORT,1,1,13,14,32,0,0,1.1,7846,263,0.135,88,47,14,13,2.95,1.58,0.44,0.47,0.352,3443,998,1923,522,115,0.046,0.47,0.778,,0,0,0,0,487,2,165,0,792,2777,12188,26,10617,1
GEN,Rascal,TOP,3,1,12,15,295,3,4,8.7,13566,401,0.203,23,8,6,2,0.68,0.24,0.06,0.18,0.073,14430,5284,9146,0,427,0.154,0.44,0.652,,0,0,0,0,-138,1,-409,-1,2788,3680,47806,32,23119,1
GEN,Flawless,JUNGLE,2,3,12,4.7,172,111,0,5.1,10995,325,0.165,52,16,12,15,1.54,0.47,0.44,0.35,0.166,12249,10464,790,995,362,0.131,0.41,0.609,,0,0,0,0,-324,-1,-422,0,165,16300,21446,7,32280,1
GEN,Bdd,MID,3,3,13,5.3,300,20,0,8.9,14178,419,0.212,41,19,8,9,1.21,0.56,0.27,0.24,0.131,29597,48,29174,375,875,0.316,0.47,0.696,1,1,0,0,0,-1370,-3,-40,0,3197,1709,9506,12,13612,1
GEN,Ruler,ADC,14,1,4,18,370,24,8,10.9,19682,582,0.295,103,40,19,9,3.05,1.18,0.27,0.56,0.329,28696,20447,6214,2035,849,0.307,0.53,0.783,1,0,2,1,0,931,29,751,0,10253,9678,11371,8,17285,1
GEN,Life,SUPPORT,1,4,16,4.3,18,0,0,0.5,8391,248,0.126,94,56,15,23,2.78,1.66,0.68,0.44,0.3,8594,3790,3876,928,254,0.092,0.5,0.739,,0,0,0,0,88,-22,-1040,-1,0,1951,8218,14,10814,1
LSB,Summit,TOP,3,5,6,1.8,265,1,0,7.8,11993,355,0.213,28,15,5,6,0.83,0.44,0.18,0.15,0.107,15648,15648,0,0,463,0.253,0.27,0.75,,0,0,0,0,138,-1,409,1,166,13518,33595,19,36776,0
LSB,Croco,JUNGLE,3,4,9,3,155,98,0,4.6,10749,318,0.191,42,12,12,13,1.24,0.35,0.38,0.35,0.16,12775,7834,0,4941,378,0.207,0.35,1,,0,0,0,0,324,1,422,0,0,14683,28444,13,31749,0
LSB,FATE,MID,4,3,7,3.7,310,12,0,9.2,15014,444,0.267,45,12,15,4,1.33,0.35,0.12,0.44,0.172,17947,896,16636,415,531,0.291,0.33,0.917,,0,0,0,0,1370,3,40,0,2286,2089,10892,23,15284,0
LSB,Leo,ADC,1,6,5,1,255,24,0,7.5,10937,323,0.195,39,15,12,5,1.15,0.44,0.15,0.35,0.149,11788,11029,335,424,349,0.191,0.18,0.5,,0,0,0,0,-931,-29,-751,0,2203,2042,8596,16,18781,0
LSB,Effort,SUPPORT,1,5,11,2.4,45,0,0,1.3,7533,223,0.134,108,61,21,19,3.19,1.8,0.56,0.62,0.412,3603,690,2913,0,107,0.058,0.35,1,,0,0,0,0,-88,22,1040,1,201,4271,22575,17,19820,0
AF,Kiin,TOP,2,1,8,10,320,8,2,9,14291,402,0.215,47,14,20,8,1.32,0.39,0.23,0.56,0.143,19689,17742,1947,0,554,0.338,0.28,0.667,,0,0,0,0,283,15,210,0,2828,14509,29024,22,31438,1
AF,Dread,JUNGLE,6,0,3,10.8,224,89,20,6.3,13341,376,0.201,86,21,40,17,2.42,0.59,0.48,1.13,0.262,12952,8935,133,3884,365,0.222,0.25,0.6,,2,0,0,0,782,-1,423,0,1984,17082,18389,9,23052,1
AF,Fly,MID,2,1,10,12,325,20,0,9.2,14590,411,0.22,36,16,13,5,1.01,0.45,0.14,0.37,0.11,10520,697,9823,0,296,0.181,0.34,0.8,,0,0,0,0,-84,-3,-591,0,3796,775,8401,8,7631,1
AF,Bang,ADC,5,0,5,12,328,19,2,9.2,15782,444,0.237,51,22,14,10,1.44,0.62,0.28,0.39,0.155,11925,10921,900,104,336,0.205,0.28,0.667,,1,0,0,0,-911,-32,-227,0,13397,6847,6518,5,12302,1
AF,Lehends,SUPPORT,0,1,12,12,45,0,0,1.3,8459,238,0.127,108,53,20,16,3.04,1.49,0.45,0.56,0.329,3146,406,2740,0,89,0.054,0.34,0.8,,0,0,0,0,-134,2,-163,0,239,2281,7301,21,7463,1
T1,Canna,TOP,1,4,0,0.3,262,5,0,7.4,11251,317,0.195,25,16,1,4,0.7,0.45,0.11,0.03,0.078,14466,2017,12349,100,407,0.289,0.03,0.333,,0,0,0,0,-283,-15,-210,0,1057,11781,35382,31,27498,0
T1,Cuzz,JUNGLE,1,3,1,0.7,178,107,11,5,9999,282,0.173,72,32,16,11,2.03,0.9,0.31,0.45,0.225,7719,6738,281,700,217,0.154,0.06,0.667,,0,0,0,0,-782,1,-423,0,0,13411,27907,10,30299,0
T1,Clozer,MID,0,2,0,0,382,24,0,10.8,13803,389,0.239,24,13,6,5,0.68,0.37,0.14,0.17,0.075,10033,505,9528,0,282,0.2,0,0,,0,0,0,0,84,3,591,0,222,1243,5912,19,9868,0
T1,Teddy,ADC,1,3,1,0.7,367,22,4,10.3,15342,432,0.266,49,17,11,4,1.38,0.48,0.11,0.31,0.153,14304,8390,5516,398,403,0.285,0.06,0.667,,0,0,0,0,911,32,227,0,4724,5981,9966,1,15069,0
T1,Keria,SUPPORT,0,3,2,0.7,48,0,0,1.4,7279,205,0.126,150,109,28,25,4.22,3.07,0.7,0.79,0.469,3596,2723,0,873,101,0.072,0.06,0.667,,0,0,0,0,134,-2,163,0,0,1712,5144,11,8143,0
T1,Canna,TOP,4,7,2,0.9,215,0,0,5.9,11468,316,0.192,33,13,4,7,0.91,0.36,0.19,0.11,0.12,15200,2176,11365,1659,419,0.18,0.17,0.429,,0,0,0,0,-712,-9,81,0,601,6664,13010,1,20522,0
T1,Cuzz,JUNGLE,2,5,3,1,198,73,23,5.5,10777,297,0.181,56,15,11,14,1.54,0.41,0.39,0.3,0.203,12771,10653,0,2118,352,0.151,0.14,0.357,,1,0,0,0,-100,-5,196,1,99,17218,32692,15,34143,0
T1,Clozer,MID,3,4,6,2.3,271,12,0,7.5,14098,388,0.236,39,12,7,6,1.07,0.33,0.17,0.19,0.141,28976,1134,25617,2225,798,0.344,0.25,0.643,,0,0,0,0,2136,15,879,1,6006,6828,9607,34,17895,0
T1,Teddy,ADC,2,3,4,2,360,45,4,9.9,14597,402,0.245,58,19,20,7,1.6,0.52,0.19,0.55,0.21,14435,7690,5464,1281,398,0.171,0.17,0.429,1,0,0,0,0,389,22,553,1,949,6555,8910,2,13630,0
T1,Keria,SUPPORT,3,5,7,2,40,0,0,1.1,8676,239,0.146,90,60,5,19,2.48,1.65,0.52,0.14,0.326,12954,11441,112,1401,357,0.154,0.28,0.714,,1,0,0,0,1148,0,572,0,414,3137,11220,17,19474,0
AF,Kiin,TOP,3,3,13,5.3,211,5,0,5.8,12808,353,0.183,43,14,11,10,1.18,0.39,0.28,0.3,0.15,15792,2167,13625,0,435,0.215,0.44,0.667,,0,0,0,0,712,9,-81,0,3531,20651,42908,33,44890,1
AF,Dread,JUNGLE,8,3,9,5.7,303,111,36,8.3,17224,474,0.246,43,11,11,11,1.18,0.3,0.3,0.3,0.15,17844,13814,2964,1066,492,0.243,0.47,0.708,1,0,1,0,0,100,5,-196,-1,11752,10558,13481,10,23144,1
AF,Fly,MID,1,3,12,4.3,283,33,2,7.8,13282,366,0.19,42,13,9,4,1.16,0.36,0.11,0.25,0.147,15911,928,14983,0,438,0.216,0.36,0.542,,0,0,0,0,-2136,-15,-879,-1,3208,2226,5763,19,12391,1
AF,Bang,ADC,12,1,7,19,255,5,0,7,17551,483,0.25,63,23,18,10,1.74,0.63,0.28,0.5,0.22,16393,14109,1922,362,452,0.223,0.52,0.792,,2,1,1,0,-389,-22,-553,-1,11107,6547,6005,5,15700,1
AF,Lehends,SUPPORT,0,4,17,4.3,46,3,0,1.3,9203,254,0.131,95,53,8,17,2.62,1.46,0.47,0.22,0.332,7620,1041,6579,0,210,0.104,0.47,0.708,,0,0,0,0,-1148,0,-572,0,1358,2742,17918,37,17760,1
NS,Rich,TOP,1,0,8,10.8,209,0,0,7.4,9688,343,0.179,20,13,2,4,0.71,0.46,0.14,0.07,0.082,10550,2984,7566,0,373,0.2,0.32,0.692,,0,0,0,0,-884,-27,-319,0,0,5627,23615,22,18193,1
NS,Peanut,JUNGLE,7,1,5,12,178,94,3,6.3,11684,414,0.216,49,10,15,9,1.73,0.35,0.32,0.53,0.2,14639,9516,0,5123,518,0.278,0.42,0.923,,0,0,0,0,1177,4,122,1,4521,21979,25799,10,33192,1
NS,Bay,MID,0,1,9,9,239,9,4,8.5,10786,382,0.2,25,17,2,9,0.88,0.6,0.32,0.07,0.102,10488,440,10048,0,371,0.199,0.32,0.692,,0,0,0,0,-1142,-37,-1178,-1,5411,3343,7821,11,9250,1
NS,deokdam,ADC,4,0,3,8.4,287,10,10,10.2,14400,510,0.267,44,14,13,6,1.56,0.5,0.21,0.46,0.18,12231,10795,1436,0,433,0.232,0.25,0.538,,0,0,0,0,2501,34,891,1,11534,4782,6243,13,9937,1
NS,Kellin,SUPPORT,1,0,9,12,43,0,1,1.5,7429,263,0.138,107,73,18,16,3.79,2.58,0.57,0.64,0.437,4799,880,3312,607,170,0.091,0.35,0.769,,0,0,0,0,591,9,-13,0,1393,2299,3291,18,5099,1
KT Rolster,Doran,TOP,0,2,1,0.5,264,5,0,9.3,10283,364,0.235,30,15,6,10,1.06,0.53,0.35,0.21,0.143,12986,12860,126,0,460,0.283,0.04,0.5,,0,0,0,0,884,27,319,0,445,9441,20765,21,23951,0
KT Rolster,blank,JUNGLE,1,1,1,2,204,124,8,7.2,9041,320,0.207,56,29,16,10,1.98,1.03,0.35,0.57,0.267,7977,6811,393,773,282,0.174,0.07,1,,0,0,0,0,-1177,-4,-122,-1,42,4791,16399,18,10763,0
KT Rolster,Ucal,MID,1,4,1,0.5,278,12,4,9.8,10625,376,0.243,34,13,11,4,1.2,0.46,0.14,0.39,0.162,14147,386,13761,0,501,0.308,0.07,1,,0,0,0,0,1142,37,1178,1,1625,1348,7226,8,12721,0
KT Rolster,HyBrid,ADC,0,2,1,0.5,203,0,0,7.2,8475,300,0.194,25,10,9,3,0.88,0.35,0.11,0.32,0.119,8155,7615,0,540,289,0.178,0.04,0.5,,0,0,0,0,-2501,-34,-891,-1,0,6064,4891,26,10267,0
KT Rolster,Zzus,SUPPORT,0,4,0,0,30,0,0,1.1,5261,186,0.12,65,44,8,18,2.3,1.56,0.64,0.28,0.31,2634,114,2520,0,93,0.057,0,0,,0,0,0,0,-591,-9,13,0,0,699,12893,7,11425,0
KT Rolster,Doran,TOP,1,3,6,2.3,271,1,0,7.8,12847,367,0.202,36,24,5,14,1.03,0.69,0.4,0.14,0.113,14457,4576,9881,0,413,0.226,0.2,0.5,1,0,0,0,0,1146,12,224,0,2943,2054,39666,28,24651,0
KT Rolster,blank,JUNGLE,2,1,3,5,214,125,13,6.1,11734,336,0.184,85,34,17,12,2.43,0.97,0.34,0.49,0.266,3951,3310,341,300,113,0.062,0.14,0.357,,0,0,0,0,697,-9,-143,0,843,16200,19763,3,27350,0
KT Rolster,Ucal,MID,2,4,6,2,318,12,5,9.1,13814,395,0.217,34,16,6,5,0.97,0.46,0.14,0.17,0.107,19418,1147,18271,0,555,0.303,0.23,0.571,1,0,0,0,0,205,9,118,0,1836,2545,8072,8,13269,0
KT Rolster,HyBrid,ADC,9,1,1,10,344,19,5,9.8,17656,505,0.278,65,34,20,5,1.86,0.97,0.14,0.57,0.204,21993,16051,4521,1421,629,0.344,0.29,0.714,1,1,0,1,0,-1635,-29,-923,-1,1078,7368,9835,9,15363,0
KT Rolster,Zzus,SUPPORT,0,5,9,1.8,31,0,0,0.9,7573,217,0.119,99,65,12,23,2.83,1.86,0.66,0.34,0.31,4163,207,3234,722,119,0.065,0.26,0.643,,0,0,0,0,-398,-12,-607,0,0,4357,28565,20,14224,0
NS,Rich,TOP,3,3,3,2,233,4,0,6.7,12048,345,0.188,40,12,14,4,1.14,0.34,0.11,0.4,0.129,13359,13359,0,0,382,0.225,0.17,0.429,,0,0,0,0,-1146,-12,-224,0,0,12596,30156,14,31077,1
NS,Peanut,JUNGLE,1,4,5,1.5,237,131,11,6.8,11674,334,0.182,65,10,31,9,1.86,0.29,0.26,0.89,0.209,8588,5460,2574,554,246,0.145,0.17,0.429,,0,0,0,0,-697,9,143,0,0,14956,20021,4,31484,1
NS,Bay,MID,3,2,7,5,316,21,4,9,14133,404,0.22,35,21,6,13,1,0.6,0.37,0.17,0.113,13254,524,12580,150,379,0.223,0.29,0.714,1,0,0,0,0,-205,-9,-118,0,1196,993,9625,15,12236,1
NS,deokdam,ADC,6,3,3,3,408,22,10,11.7,17836,510,0.278,63,17,25,9,1.8,0.49,0.26,0.71,0.203,18985,17829,708,448,543,0.32,0.26,0.643,,0,0,0,0,1635,29,923,1,12376,1051,7942,12,12335,1
NS,Kellin,SUPPORT,1,2,9,5,43,0,0,1.2,8412,241,0.131,108,80,18,22,3.09,2.29,0.63,0.51,0.347,5142,718,3444,980,147,0.087,0.29,0.714,,0,0,0,0,398,12,607,0,149,1727,7178,20,10196,1
T1,Zeus,TOP,3,0,8,13.2,261,1,0,9.7,12647,472,0.234,29,8,5,3,1.08,0.3,0.11,0.19,0.129,16920,15258,1662,0,631,0.324,0.41,0.688,,1,0,0,0,975,1,521,1,5580,10406,20030,27,19174,1
T1,Ellim,JUNGLE,4,0,9,15.6,166,99,13,6.2,10641,397,0.197,58,30,7,10,2.16,1.12,0.37,0.26,0.259,6405,248,3705,2452,239,0.123,0.49,0.813,,1,0,0,0,1144,0,533,1,1744,12405,12374,14,19517,1
T1,Faker,MID,4,0,6,12,255,12,8,9.5,11679,436,0.216,36,13,11,5,1.34,0.49,0.19,0.41,0.161,16083,87,15996,0,600,0.308,0.37,0.625,,1,0,0,0,820,1,-43,0,4499,863,6651,8,8282,1
T1,Gumayusi,ADC,4,0,4,9.6,274,13,0,10.2,12200,455,0.226,35,12,9,4,1.31,0.45,0.15,0.34,0.156,9350,6125,2034,1191,349,0.179,0.3,0.5,,1,0,0,0,-377,-22,-24,0,3275,3507,4318,0,6827,1
T1,Keria,SUPPORT,1,1,10,11,38,0,0,1.4,6871,256,0.127,66,44,11,14,2.46,1.64,0.52,0.41,0.295,3418,1009,1843,566,128,0.066,0.41,0.688,,0,0,0,0,241,9,675,1,436,478,9715,19,7200,1
NS,Rich,TOP,0,3,1,0.3,228,1,0,8.5,8801,328,0.209,31,9,9,5,1.16,0.34,0.19,0.34,0.169,8366,6921,1445,0,312,0.292,0.04,1,,0,0,0,0,-975,-1,-521,-1,1202,5180,14040,5,20161,0
NS,Peanut,JUNGLE,1,2,0,0.5,207,113,1,7.7,9268,346,0.22,44,8,16,8,1.64,0.3,0.3,0.6,0.24,2591,768,1415,408,97,0.09,0.04,1,,0,0,0,0,-1144,0,-533,-1,179,14255,22873,8,26647,0
NS,Bay,MID,0,4,1,0.3,226,8,0,8.4,8587,320,0.204,19,12,3,5,0.71,0.45,0.19,0.11,0.104,9435,107,9328,0,352,0.329,0.04,1,,0,0,0,0,-820,-1,43,0,1049,558,9984,4,9327,0
NS,deokdam,ADC,0,2,0,0,286,13,0,10.7,10208,381,0.242,32,9,10,4,1.19,0.34,0.15,0.37,0.175,6665,5981,330,354,249,0.232,0,0,,0,0,0,0,377,22,24,0,7049,771,3969,9,9130,0
NS,Kellin,SUPPORT,0,5,0,0,28,0,0,1,5315,198,0.126,57,44,5,16,2.13,1.64,0.6,0.19,0.311,1635,231,1174,230,61,0.057,0,0,,0,0,0,0,-241,-9,-675,-1,0,124,4518,8,8678,0
NS,Rich,TOP,4,2,12,8,274,0,0,7.7,15286,427,0.229,32,11,5,6,0.89,0.31,0.17,0.14,0.108,13377,10882,2427,68,373,0.188,0.45,0.762,,0,0,0,0,497,-5,925,1,3923,12358,45218,17,37193,1
NS,Peanut,JUNGLE,7,0,10,20.4,259,149,31,7.2,15036,420,0.225,58,8,23,6,1.62,0.22,0.17,0.64,0.196,28295,1316,26195,784,790,0.397,0.47,0.81,1,0,0,0,0,919,-18,26,0,3147,32117,22360,2,35155,1
NS,Bay,MID,2,1,10,12,200,0,0,5.6,11625,325,0.174,37,17,8,11,1.03,0.47,0.31,0.22,0.125,9515,8135,248,1132,266,0.133,0.34,0.571,,0,0,0,0,-1076,-22,-68,0,5021,5546,30021,27,27541,1
NS,deokdam,ADC,8,2,5,6.5,345,13,0,9.6,16616,464,0.249,62,16,20,8,1.73,0.45,0.22,0.56,0.209,14339,10142,3719,478,400,0.201,0.36,0.619,,2,0,0,0,-713,2,-288,0,4613,6904,9475,2,17229,1
NS,Kellin,SUPPORT,0,2,15,7.5,38,0,0,1.1,8186,229,0.123,107,70,11,19,2.99,1.95,0.53,0.31,0.361,5787,187,4716,884,162,0.081,0.42,0.714,,0,0,0,0,-68,1,9,0,316,2628,23703,18,13491,1
T1,Zeus,TOP,2,6,3,0.8,313,8,13,8.7,13275,371,0.223,30,14,8,3,0.84,0.39,0.08,0.22,0.117,25129,21887,3242,0,702,0.3,0.14,0.714,,0,0,0,0,-497,5,-925,-1,5980,5170,12246,5,20192,0
T1,Ellim,JUNGLE,1,3,3,1.3,202,111,8,5.6,10457,292,0.176,63,19,19,17,1.76,0.53,0.47,0.53,0.245,6508,1540,3754,1214,182,0.078,0.11,0.571,,0,0,0,0,-919,18,-26,0,0,14294,28561,19,31045,0
T1,Faker,MID,1,5,2,0.6,221,4,1,6.2,11530,322,0.194,24,8,0,4,0.67,0.22,0.11,0,0.093,20976,2627,18079,270,586,0.25,0.08,0.429,,0,0,0,0,1076,22,68,0,3237,1972,8414,43,18944,0
T1,Teddy,ADC,3,4,4,1.8,388,32,0,10.8,16737,467,0.282,44,19,12,8,1.23,0.53,0.22,0.34,0.171,27189,24501,2102,586,759,0.324,0.2,1,1,0,0,0,0,713,-2,288,0,6622,2737,8116,15,15274,0
T1,Keria,SUPPORT,0,3,6,2,30,0,0,0.8,7426,207,0.125,96,66,10,23,2.68,1.84,0.64,0.28,0.374,4023,419,3604,0,112,0.048,0.17,0.857,,0,0,0,0,68,-1,-9,0,483,2728,9820,21,13685,0
T1,Zeus,TOP,2,0,8,12,195,0,0,6.4,10721,350,0.192,22,8,4,3,0.72,0.26,0.1,0.13,0.092,13037,1611,11426,0,425,0.275,0.33,0.769,,0,0,0,0,121,-13,387,0,3486,13958,23730,28,23320,1
T1,Ellim,JUNGLE,3,0,3,7.2,187,106,12,6.1,10805,352,0.194,35,13,7,9,1.14,0.42,0.29,0.23,0.147,6731,4192,145,2394,219,0.142,0.2,0.462,,0,0,0,0,391,0,-125,0,966,17040,22602,8,28694,1
T1,Faker,MID,2,0,6,9.6,268,17,11,8.7,13178,430,0.236,55,15,12,5,1.79,0.49,0.16,0.39,0.231,11771,543,11174,54,384,0.248,0.26,0.615,,1,0,0,0,2195,25,1229,1,7220,1370,7156,12,7698,1
T1,Gumayusi,ADC,4,2,6,5,269,13,12,8.8,13185,430,0.237,56,16,16,7,1.83,0.52,0.23,0.52,0.235,13371,8164,181,5026,436,0.282,0.33,0.769,,1,0,0,0,-1528,-34,-278,0,7756,2288,5509,5,6433,1
T1,Keria,SUPPORT,2,2,7,4.5,43,0,0,1.4,7855,256,0.141,70,54,11,19,2.28,1.76,0.62,0.36,0.294,2496,665,1359,472,81,0.053,0.29,0.692,,0,0,0,0,-100,21,-514,0,61,3049,13420,14,12384,1
NS,Rich,TOP,0,2,2,1,219,4,0,7.1,9085,296,0.193,46,17,8,7,1.5,0.55,0.23,0.26,0.173,9084,3488,5596,0,296,0.212,0.07,0.5,,0,0,0,0,-121,13,-387,0,0,364,18531,21,20576,0
NS,Peanut,JUNGLE,0,4,2,0.5,204,102,1,6.7,9573,312,0.203,50,7,19,6,1.63,0.23,0.2,0.62,0.188,3068,1332,1388,348,100,0.072,0.07,0.5,,0,0,0,0,-391,0,125,0,2777,10034,25653,10,25822,0
NS,Bay,MID,0,3,1,0.3,235,8,8,7.7,9254,302,0.197,41,16,5,7,1.34,0.52,0.23,0.16,0.154,10038,265,9773,0,327,0.234,0.03,0.25,,0,0,0,0,-2195,-25,-1229,-1,0,1118,4183,23,9024,0
NS,deokdam,ADC,4,2,0,2,296,22,0,9.7,12852,419,0.273,41,13,11,6,1.34,0.42,0.2,0.36,0.154,15323,11232,2507,1584,500,0.357,0.13,1,1,1,0,0,0,1528,34,278,0,2374,4548,6751,2,12051,0
NS,Kellin,SUPPORT,0,2,3,1.5,15,0,0,0.5,6297,205,0.134,88,54,12,15,2.87,1.76,0.49,0.39,0.331,5358,1328,4030,0,175,0.125,0.1,0.75,,0,0,0,0,100,-21,514,0,428,4797,3006,6,5149,0
GEN,Rascal,TOP,1,3,4,1.7,338,6,13,9.9,14595,429,0.246,29,10,6,7,0.85,0.29,0.21,0.18,0.098,13636,11088,2548,0,401,0.24,0.15,0.714,,0,0,0,0,682,8,-625,0,3846,12537,36363,17,31320,0
GEN,Clid,JUNGLE,4,2,2,3,200,107,5,5.9,12602,371,0.212,61,12,20,13,1.79,0.35,0.38,0.59,0.207,13517,8651,0,4866,398,0.238,0.18,0.857,,0,0,0,0,520,-4,339,0,1688,18953,24802,12,31958,0
GEN,Karis,MID,1,2,1,1,267,20,0,7.9,11320,333,0.19,44,22,9,12,1.29,0.65,0.35,0.26,0.149,9043,365,8678,0,266,0.159,0.06,0.286,,0,0,0,0,-424,-19,-310,0,604,3469,10617,6,14502,0
GEN,Ruler,ADC,1,2,2,1.5,362,20,0,10.6,14355,422,0.242,67,33,20,7,1.97,0.97,0.21,0.59,0.227,15523,8687,5339,1497,457,0.273,0.09,0.429,,0,0,0,0,1300,38,381,1,3654,4871,8305,0,12268,0
GEN,Life,SUPPORT,0,5,2,0.4,18,0,0,0.5,6560,193,0.11,94,54,18,18,2.76,1.59,0.53,0.53,0.319,5102,1709,2887,506,150,0.09,0.06,0.286,,0,0,0,0,5,-17,-52,0,0,447,7340,4,9821,0
DRX,kingen,TOP,1,1,8,9,297,5,4,8.7,14162,417,0.224,31,10,7,6,0.91,0.29,0.18,0.21,0.106,19573,10545,9028,0,576,0.286,0.26,0.643,,0,0,0,0,-682,-8,625,0,4768,5428,51069,22,23610,1
DRX,Pyosik,JUNGLE,7,2,6,6.5,238,133,29,7,14346,422,0.227,59,10,22,9,1.74,0.29,0.26,0.65,0.202,13359,5273,7280,806,393,0.195,0.38,0.929,1,0,0,0,0,-520,4,-339,0,1894,15457,43322,22,33939,1
DRX,SOLKA,MID,2,1,3,5,304,17,4,8.9,12959,381,0.205,33,17,6,5,0.97,0.5,0.15,0.18,0.113,18904,1173,17731,0,556,0.277,0.15,0.357,,0,0,0,0,424,19,310,0,4019,2776,5034,40,10228,1
DRX,BAO,ADC,2,0,4,7.2,294,24,0,8.6,13065,384,0.207,40,17,12,5,1.18,0.5,0.15,0.35,0.137,11847,10413,1094,340,348,0.173,0.18,0.429,,0,0,0,0,-1300,-38,-381,-1,9016,2406,6839,8,9228,1
DRX,Becca,SUPPORT,2,3,6,2.7,44,0,0,1.3,8605,253,0.136,129,88,19,18,3.79,2.59,0.53,0.56,0.442,4672,603,3741,328,137,0.068,0.24,0.571,,0,0,0,0,-5,17,52,0,2157,1872,12482,14,9858,1
DRX,kingen,TOP,0,4,1,0.3,263,0,4,7.9,11557,347,0.214,30,14,8,6,0.9,0.42,0.18,0.24,0.111,18966,14799,3681,486,569,0.341,0.03,0.25,,0,0,0,0,-833,-10,-1640,-1,5275,6791,21155,33,27264,0
DRX,Pyosik,JUNGLE,3,2,0,1.5,215,150,8,6.4,11166,335,0.206,50,14,21,13,1.5,0.42,0.39,0.63,0.185,15991,2654,12340,997,479,0.288,0.09,0.75,,1,0,0,0,-1186,0,-874,-1,0,31629,30835,12,31828,0
DRX,SOLKA,MID,1,1,2,3,316,12,0,9.5,12106,363,0.224,55,21,13,12,1.65,0.63,0.36,0.39,0.204,9630,1191,8439,0,289,0.173,0.09,0.75,,0,0,0,0,688,8,809,1,908,1911,6071,23,9678,0
DRX,BAO,ADC,0,2,2,1,336,13,0,10.1,12421,372,0.23,31,12,9,2,0.93,0.36,0.06,0.27,0.115,6603,3886,2596,121,198,0.119,0.06,0.5,,0,0,0,0,-1883,-39,-1546,-2,1273,4926,8033,0,15110,0
DRX,Becca,SUPPORT,0,3,4,1.3,52,0,0,1.6,6832,205,0.126,104,58,19,17,3.12,1.74,0.51,0.57,0.385,4381,3032,0,1349,131,0.079,0.12,1,,0,0,0,0,255,9,816,0,0,713,14112,13,14014,0
GEN,Rascal,TOP,2,0,6,9.6,302,8,0,9.1,14499,435,0.233,46,11,12,6,1.38,0.33,0.18,0.36,0.152,12187,10252,1935,0,365,0.19,0.24,0.667,,1,0,0,0,833,10,1640,1,3001,10956,33200,12,31310,1
GEN,Clid,JUNGLE,6,1,5,11,204,107,9,6.1,13196,396,0.212,77,35,18,8,2.31,1.05,0.24,0.54,0.254,16513,760,15165,588,495,0.258,0.33,0.917,,0,0,0,0,1186,0,874,1,3109,22684,19493,0,27751,1
GEN,Karis,MID,1,2,6,3.5,275,9,0,8.2,11872,356,0.191,42,14,8,4,1.26,0.42,0.12,0.24,0.139,10236,479,9757,0,307,0.16,0.21,0.583,,0,0,0,0,-688,-8,-809,-1,1406,427,9805,16,9552,1
GEN,Ruler,ADC,3,0,4,8.4,370,39,4,11.1,15355,460,0.247,47,15,12,5,1.41,0.45,0.15,0.36,0.155,22670,19587,1038,2045,680,0.354,0.21,0.583,,0,0,0,0,1883,39,1546,2,9317,2803,14223,13,7488,1
GEN,Life,SUPPORT,0,1,7,7,31,0,0,0.9,7300,219,0.117,91,55,12,17,2.73,1.65,0.51,0.36,0.3,2390,473,1271,646,72,0.037,0.21,0.583,,0,0,0,0,-255,-9,-816,0,324,1813,9718,16,7442,1
GEN,Rascal,TOP,2,2,0,1,331,21,4,10.2,13291,409,0.244,30,10,5,6,0.92,0.31,0.18,0.15,0.105,10502,9545,957,0,323,0.364,0.06,0.667,1,0,0,0,0,201,6,129,0,5166,8785,23619,12,21681,1
GEN,Clid,JUNGLE,0,3,1,0.3,167,101,4,5.1,8929,275,0.164,78,38,17,15,2.4,1.17,0.46,0.52,0.274,3508,215,3066,227,108,0.122,0.03,0.333,,0,0,0,0,-1091,-3,-881,-1,142,13945,14416,0,23083,1
GEN,Karis,MID,0,2,1,0.5,323,18,0,9.9,12301,379,0.226,31,17,4,7,0.95,0.52,0.22,0.12,0.109,8479,525,7954,0,261,0.294,0.03,0.333,,0,0,0,0,-661,-10,-796,0,682,465,10321,15,11047,1
GEN,Ruler,ADC,0,1,1,1,367,32,0,11.3,13248,408,0.244,56,29,19,4,1.72,0.89,0.12,0.58,0.196,5017,3698,1305,14,154,0.174,0.03,0.333,,0,0,0,0,-719,1,-411,0,2674,4111,6061,0,11064,1
GEN,Life,SUPPORT,1,1,0,1,39,0,0,1.2,6615,204,0.122,90,60,13,15,2.77,1.85,0.46,0.4,0.316,1308,585,0,723,40,0.045,0.03,0.333,,0,0,0,0,-671,-1,-360,-1,0,538,3802,2,4549,1
DRX,kingen,TOP,2,1,3,5,246,0,0,7.6,12685,391,0.204,37,11,9,7,1.14,0.34,0.22,0.28,0.138,13071,7343,5208,520,402,0.324,0.15,0.556,,0,0,0,0,-201,-6,-129,0,3653,3107,40286,16,15725,0
