Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Damage dealt to turrets,Total heal,Damage self mitigated,Time ccing others,Total damage taken,Win
GEN,Ruler,ADC,0,4,1,0.3,302,21,0,9.3,11793,362,0.225,52,16,16,8,1.59,0.49,0.25,0.49,0.188,12247,10194,737,1316,375,0.267,0.03,0.2,,0,0,0,0,-3105,-32,-1653,-2,0,3106,13778,25,13281,0
GEN,Life,SUPPORT,0,5,0,0,33,0,0,1,6490,199,0.124,82,68,11,21,2.51,2.08,0.64,0.34,0.297,4026,0,4026,0,123,0.088,0,0,,0,0,0,0,-547,2,-48,0,0,215,17237,18,12227,0
BRO,Hoya,TOP,3,0,5,9.6,236,1,0,8,11968,408,0.211,30,11,8,7,1.02,0.37,0.24,0.27,0.112,7144,6554,590,0,243,0.17,0.27,0.615,,0,0,0,0,-504,-17,-201,0,5229,1822,15909,16,15952,1
BRO,UmTi,JUNGLE,1,2,9,5,194,112,1,6.6,10339,352,0.182,54,10,18,10,1.84,0.34,0.34,0.61,0.202,6476,4712,0,1764,221,0.154,0.34,0.769,,0,0,0,0,-616,-2,-457,0,117,15284,25619,9,30238,1
BRO,Yaharong,MID,4,1,7,11,283,17,0,9.6,12661,431,0.223,33,16,5,7,1.12,0.54,0.24,0.17,0.124,10043,705,9338,0,342,0.239,0.37,0.846,,1,0,0,0,-1551,-12,-561,0,2383,13789,6513,15,9938,1
BRO,Hena,ADC,3,0,7,12,314,28,0,10.7,13706,467,0.241,70,37,15,8,2.38,1.26,0.27,0.51,0.262,14669,10801,1614,2254,500,0.35,0.34,0.769,,0,0,0,0,1796,39,1270,2,15784,5654,4391,4,9108,1
BRO,Delight,SUPPORT,2,1,9,11,36,0,0,1.2,8168,278,0.144,80,51,10,12,2.72,1.74,0.41,0.34,0.3,3628,408,2822,398,124,0.086,0.37,0.846,,0,0,0,0,-779,-1,-1055,-1,228,6719,17227,14,13622,1
AF,Kiin,TOP,0,2,1,0.5,310,4,8,10.6,12657,431,0.251,37,13,8,7,1.26,0.44,0.24,0.27,0.158,14883,13476,1407,0,507,0.286,0.03,0.25,,0,0,0,0,504,17,201,0,15395,5164,10722,4,12607,0
AF,Dread,JUNGLE,2,3,1,1,232,141,4,7.9,10269,350,0.204,40,13,10,11,1.36,0.44,0.37,0.34,0.171,9731,7037,1198,1496,331,0.187,0.1,0.75,,0,0,0,0,616,2,457,0,776,6413,11362,14,15914,0
AF,Fly,MID,2,2,1,1.5,296,21,0,10.1,11932,406,0.237,37,13,10,6,1.26,0.44,0.2,0.34,0.158,16782,398,16384,0,571,0.322,0.1,0.75,,0,0,0,0,1551,12,561,0,955,1023,7668,30,12510,0
AF,Lehends,ADC,0,3,1,0.3,178,0,0,6.1,8320,283,0.165,29,21,8,14,0.99,0.72,0.48,0.27,0.124,4433,125,3850,458,151,0.085,0.03,0.25,,0,0,0,0,-1796,-39,-1270,-2,0,3728,24206,9,15600,0
AF,Bang,SUPPORT,0,3,3,1,50,0,0,1.7,7271,248,0.144,91,51,13,8,3.1,1.74,0.27,0.44,0.389,6247,6001,0,246,213,0.12,0.1,0.75,,0,0,0,0,779,1,1055,1,19,4160,3744,23,6163,0
AF,Kiin,TOP,2,3,2,1.3,243,4,0,7.7,10436,329,0.212,35,10,8,6,1.1,0.32,0.19,0.25,0.147,18134,3902,14232,0,572,0.297,0.13,0.5,,0,0,0,0,247,15,213,0,1538,4560,9920,24,15493,0
AF,Dread,JUNGLE,1,6,6,1.2,176,116,0,5.5,9266,292,0.189,59,14,18,14,1.86,0.44,0.44,0.57,0.248,7867,4880,2579,408,248,0.129,0.22,0.875,,0,0,0,0,-349,-15,-503,0,0,14191,27603,14,32425,0
AF,Fly,MID,4,3,4,2.7,266,13,0,8.4,12634,398,0.257,28,13,7,6,0.88,0.41,0.19,0.22,0.118,11256,10210,1046,0,355,0.185,0.25,1,,0,1,0,0,-67,0,207,0,2001,7241,13717,109,23878,0
AF,Bang,ADC,0,5,6,1.2,233,0,0,7.3,10066,317,0.205,43,16,9,6,1.36,0.5,0.19,0.28,0.181,19471,16975,2496,0,614,0.319,0.19,0.75,,0,0,0,0,-62,-2,-142,0,655,233,3436,27,9965,0
AF,Lehends,SUPPORT,1,5,5,1.2,31,0,0,1,6722,212,0.137,73,49,6,15,2.3,1.54,0.47,0.19,0.307,4252,322,3930,0,134,0.07,0.19,0.75,,0,0,0,0,411,-8,-387,-1,346,3193,22413,32,17168,0
BRO,Hoya,TOP,4,1,11,15,235,8,0,7.4,13233,417,0.218,33,16,5,9,1.04,0.5,0.28,0.16,0.122,13423,718,12705,0,423,0.189,0.47,0.682,,0,0,0,0,-247,-15,-213,0,2784,12357,31095,28,20837,1
BRO,UmTi,JUNGLE,3,2,11,7,216,113,10,6.8,11827,373,0.195,77,15,25,14,2.43,0.47,0.44,0.79,0.285,13673,5086,7609,978,431,0.193,0.44,0.636,,0,0,0,0,349,15,503,0,1151,17654,33477,19,30570,1
BRO,Yaharong,MID,5,2,7,6,255,19,1,8,12579,397,0.207,19,16,3,8,0.6,0.5,0.25,0.09,0.07,21370,1893,19477,0,674,0.302,0.38,0.545,1,0,0,0,0,67,0,-207,0,2967,2423,8906,30,10914,1
BRO,Hena,ADC,8,1,7,15,275,18,7,8.7,14449,456,0.238,46,27,10,3,1.45,0.85,0.09,0.32,0.17,14997,9629,3670,1698,473,0.212,0.47,0.682,,0,1,0,0,62,2,142,0,6214,7848,9580,1,15084,1
BRO,Delight,SUPPORT,2,2,12,7,44,0,0,1.4,8612,272,0.142,95,47,16,14,3,1.48,0.44,0.5,0.352,7404,2115,4119,1170,233,0.104,0.44,0.636,,0,0,0,0,-411,8,387,1,886,3101,17181,27,12088,1
LSB,Summit,TOP,0,3,5,1.7,339,0,8,9,14679,391,0.227,49,13,15,9,1.3,0.35,0.24,0.4,0.159,20142,11229,1172,7741,536,0.25,0.13,0.556,0,0,0,0,0,721,14,286,0,7841,12889,23415,26,29622,0
LSB,Croco,JUNGLE,0,3,4,1.3,206,94,14,5.5,11320,301,0.175,73,10,27,11,1.94,0.27,0.29,0.72,0.236,5399,1380,3125,894,144,0.067,0.11,0.444,0,0,0,0,0,248,-10,75,0,1881,15626,36249,20,33202,0
LSB,FATE,MID,4,2,4,4,374,31,0,10,15609,415,0.241,36,15,6,5,0.96,0.4,0.13,0.16,0.117,30841,787,29788,266,821,0.383,0.21,0.889,0,0,0,0,0,-201,-13,-844,0,3219,3108,7736,30,15368,0
LSB,Prince,ADC,4,4,2,1.5,312,10,0,8.3,14921,397,0.231,57,20,19,9,1.52,0.53,0.24,0.51,0.184,16829,15848,981,0,448,0.209,0.16,0.667,0,0,0,0,0,-673,-15,-48,0,2360,6929,17394,17,23207,0
LSB,Effort,SUPPORT,1,4,4,1.3,33,0,0,0.9,8187,218,0.127,94,66,7,21,2.5,1.76,0.56,0.19,0.304,7212,752,5663,797,192,0.09,0.13,0.556,0,0,0,0,0,205,-3,445,1,54,8997,23263,30,24192,0
HLE,Morgan,TOP,1,0,14,18,283,1,0,7.5,13795,367,0.191,32,17,5,9,0.85,0.45,0.24,0.13,0.103,17079,8931,7010,1138,454,0.182,0.4,0.938,0,0,0,0,0,-721,-14,-286,0,1634,9101,67677,30,27250,1
HLE,yoHan,JUNGLE,6,3,4,3.3,252,120,19,6.7,14295,380,0.198,49,8,16,7,1.3,0.21,0.19,0.43,0.157,18535,10808,177,7550,493,0.198,0.27,0.625,0,1,1,0,0,-248,10,-75,0,761,23174,35138,11,39401,1
HLE,Chovy,MID,4,1,10,14,402,20,12,10.7,18007,479,0.25,65,23,18,10,1.73,0.61,0.27,0.48,0.208,29612,685,27660,1267,788,0.316,0.37,0.875,0,1,0,0,0,201,13,844,0,11984,5145,18018,14,15127,1
HLE,Deft,ADC,5,2,9,7,314,31,5,8.4,17191,457,0.238,57,34,11,7,1.52,0.9,0.19,0.29,0.183,21063,15917,1565,3581,560,0.225,0.37,0.875,0,2,0,0,0,673,15,48,0,16132,8216,12943,4,15836,1
HLE,Vsta,SUPPORT,0,3,13,4.3,38,0,0,1,8862,236,0.123,109,74,12,22,2.9,1.97,0.59,0.32,0.349,7445,460,6209,776,198,0.079,0.35,0.813,0,0,0,0,0,-205,3,-445,-1,0,3755,24738,26,17518,1
HLE,Morgan,TOP,1,6,7,1.3,207,2,0,6.2,9645,288,0.178,32,17,4,8,0.96,0.51,0.24,0.12,0.107,13702,7068,6634,0,410,0.19,0.24,0.889,0,0,0,0,0,-534,-6,-654,0,574,3065,51125,39,43304,0
HLE,yoHan,JUNGLE,1,9,4,0.6,204,119,12,6.1,9727,291,0.179,43,5,13,6,1.29,0.15,0.18,0.39,0.144,9588,5204,3178,1206,287,0.133,0.15,0.556,0,0,0,0,0,-1325,-26,-1633,-1,0,17664,33189,18,41316,0
HLE,Chovy,MID,3,1,4,7,332,16,0,9.9,13532,405,0.25,97,41,29,4,2.9,1.23,0.12,0.87,0.326,22998,2559,20235,204,688,0.319,0.21,0.778,0,0,0,0,0,-716,6,396,0,744,8092,10924,41,24101,0
HLE,Deft,ADC,4,3,2,2,338,10,0,10.1,14742,441,0.272,54,28,14,2,1.61,0.84,0.06,0.42,0.181,20230,12506,4851,2873,605,0.281,0.18,0.667,0,2,0,0,0,-452,-1,-339,0,3279,6677,11534,3,18734,0
HLE,Vsta,SUPPORT,0,5,6,1.2,29,0,0,0.9,6549,196,0.121,72,49,9,17,2.15,1.46,0.51,0.27,0.242,5593,509,4356,728,167,0.078,0.18,0.667,0,0,0,0,0,-284,-4,-202,0,0,1079,16731,27,14574,0
LSB,Summit,TOP,6,3,11,5.7,246,8,0,7.4,14768,441,0.225,36,15,8,10,1.08,0.45,0.3,0.24,0.143,32021,17662,2437,11922,957,0.295,0.51,0.708,1,0,0,0,0,534,6,654,0,15085,12893,29932,32,32446,1
LSB,Croco,JUNGLE,1,1,18,19,221,87,25,6.6,12287,367,0.187,63,14,32,14,1.88,0.42,0.42,0.96,0.251,12766,5082,6772,912,382,0.118,0.57,0.792,0,0,0,0,0,1325,26,1633,1,2534,17048,34641,37,29690,1
LSB,FATE,MID,5,2,14,9.5,295,9,10,8.8,14610,437,0.223,30,20,6,9,0.9,0.6,0.27,0.18,0.12,27490,1074,26158,258,822,0.253,0.57,0.792,0,1,0,0,0,716,-6,-396,0,4619,4475,14450,16,17452,1
LSB,Prince,ADC,12,1,7,19,300,12,8,9,16246,486,0.248,37,18,13,6,1.11,0.54,0.18,0.39,0.147,33311,24086,8468,757,996,0.307,0.57,0.792,0,3,1,0,0,452,1,339,0,5246,4237,7044,5,13132,1
LSB,Effort,SUPPORT,0,2,14,7,38,0,0,1.1,7683,230,0.117,85,55,18,19,2.54,1.64,0.57,0.54,0.339,2976,1136,1840,0,89,0.027,0.42,0.583,0,0,0,0,0,284,4,202,0,245,2371,15757,20,13868,1
LSB,Summit,TOP,3,5,3,1.2,341,8,1,9.5,14771,410,0.243,34,19,6,9,0.94,0.53,0.25,0.17,0.135,11514,6576,4938,0,320,0.168,0.17,0.545,1,0,0,0,0,2108,30,584,1,2529,5085,16677,14,21414,0
LSB,Croco,JUNGLE,1,3,5,2,180,100,13,5,9738,271,0.16,50,12,16,11,1.39,0.33,0.31,0.44,0.199,7619,2988,4087,544,212,0.111,0.17,0.545,0,0,0,0,0,-875,-11,-305,-1,0,13661,25070,27,29450,0
LSB,FATE,MID,0,3,6,2,317,20,0,8.8,12977,360,0.213,41,22,4,12,1.14,0.61,0.33,0.11,0.163,20198,1424,18774,0,561,0.295,0.17,0.545,0,0,0,0,0,-27,-14,-176,0,2402,302,4883,37,10215,0
LSB,Prince,ADC,4,5,2,1.2,327,16,0,9.1,15386,427,0.253,42,16,17,5,1.17,0.44,0.14,0.47,0.167,24668,23536,580,552,685,0.36,0.17,0.545,0,1,0,0,0,269,-8,47,0,3686,4766,6654,19,18439,0
LSB,Effort,SUPPORT,3,4,6,2.3,31,0,0,0.9,8002,222,0.131,84,69,6,29,2.33,1.92,0.81,0.17,0.335,4531,458,4073,0,126,0.066,0.25,0.818,0,0,0,0,0,471,0,221,0,0,8361,21282,29,20741,0
HLE,Morgan,TOP,7,2,8,7.5,287,12,0,8,15375,427,0.216,47,11,6,6,1.31,0.31,0.17,0.17,0.139,16292,3236,12014,1042,453,0.227,0.42,0.75,1,1,1,0,0,-2108,-30,-584,-1,3293,10776,32591,2,22142,1
HLE,yoHan,JUNGLE,4,2,10,7,318,150,25,8.8,15539,432,0.218,63,10,18,8,1.75,0.28,0.22,0.5,0.187,16453,1073,11504,3876,457,0.229,0.39,0.7,1,1,0,0,0,875,11,305,1,2809,16649,19575,12,32361,1
HLE,Chovy,MID,4,1,7,11,339,1,1,9.4,15356,427,0.215,58,11,21,8,1.61,0.31,0.22,0.58,0.172,13926,5824,8102,0,387,0.194,0.31,0.55,0,1,0,0,0,27,14,176,0,1733,6916,65479,26,25907,1
HLE,Deft,ADC,4,3,8,4,332,18,7,9.2,16302,453,0.229,61,35,14,5,1.69,0.97,0.14,0.39,0.181,18987,11202,5551,2234,527,0.265,0.33,0.6,0,0,1,0,0,-269,8,-47,0,8202,8292,8311,4,16314,1
HLE,Vsta,SUPPORT,1,3,14,5,46,0,0,1.3,8701,242,0.122,108,54,15,22,3,1.5,0.61,0.42,0.32,6109,505,4680,924,170,0.085,0.42,0.75,0,0,0,0,0,-471,0,-221,0,475,1810,15873,24,11229,1
DWG KIA,Khan,TOP,3,3,10,4.3,168,5,0,6.9,8865,366,0.173,22,8,3,5,0.91,0.33,0.21,0.12,0.118,11864,7031,4643,190,490,0.193,0.54,0.565,,0,0,0,0,495,-1,1139,1,0,421,34432,33,22768,1
DWG KIA,Canyon,JUNGLE,9,1,13,22,151,81,13,6.2,12426,513,0.242,25,10,2,5,1.03,0.41,0.21,0.08,0.134,14446,10069,3177,1200,597,0.235,0.91,0.957,,1,1,0,0,2455,-19,926,1,1080,19284,22998,15,30897,1
DWG KIA,ShowMaker,MID,5,0,8,15.6,243,12,10,10,12246,506,0.239,35,9,6,1,1.45,0.37,0.04,0.25,0.188,15594,1695,12204,1695,644,0.254,0.54,0.565,,0,0,0,0,1626,20,683,0,8038,5575,5406,27,9576,1
DWG KIA,Ghost,ADC,6,0,7,15.6,224,10,8,9.2,11528,476,0.225,38,18,7,2,1.57,0.74,0.08,0.29,0.204,14915,9804,3583,1528,616,0.243,0.54,0.565,,1,0,0,0,216,0,128,0,7217,3682,5033,0,7526,1
DWG KIA,BeryL,SUPPORT,0,2,8,4,40,0,0,1.7,6213,257,0.121,66,32,12,8,2.73,1.32,0.33,0.5,0.355,4658,506,3508,644,192,0.076,0.33,0.348,,0,0,0,0,-35,2,136,0,550,4051,8842,17,11618,1
NS,Rich,TOP,1,6,2,0.5,165,1,0,6.8,8029,332,0.215,25,8,3,2,1.03,0.33,0.08,0.12,0.181,16265,13099,3166,0,672,0.322,0.12,0.5,1,0,0,0,0,-495,1,-1139,-1,484,3942,17690,28,24764,0
NS,Peanut,JUNGLE,2,3,2,1.3,169,99,4,7,7944,328,0.213,17,5,4,5,0.7,0.21,0.21,0.17,0.123,7684,237,5136,2311,317,0.152,0.17,0.667,,0,0,0,0,-2455,19,-926,-1,0,9883,10727,7,25083,0
NS,Bay,MID,1,3,3,1.3,211,4,0,8.7,7913,327,0.212,18,12,3,5,0.74,0.5,0.21,0.12,0.13,11199,304,10895,0,462,0.222,0.17,0.667,,0,0,0,0,-1626,-20,-683,0,0,2036,5386,6,11491,0
NS,deokdam,ADC,2,5,1,0.6,203,0,0,8.4,8281,342,0.222,20,7,7,2,0.83,0.29,0.08,0.29,0.145,11344,9417,1176,751,468,0.225,0.12,0.5,,0,0,0,0,-216,0,-128,0,0,3370,7014,18,12234,0
NS,Kellin,SUPPORT,0,6,3,0.5,34,0,0,1.4,5096,210,0.137,58,39,9,11,2.4,1.61,0.45,0.37,0.42,3966,1224,1832,910,164,0.079,0.12,0.5,,0,0,0,0,35,-2,-136,0,0,653,11884,23,12656,0
NS,Rich,TOP,1,3,5,2,297,0,8,7.7,13004,338,0.204,52,9,21,3,1.35,0.23,0.08,0.55,0.154,16628,16628,0,0,432,0.233,0.16,0.5,,0,0,0,0,111,5,386,0,0,15204,38835,23,41104,0
NS,Peanut,JUNGLE,0,4,7,1.8,263,140,15,6.8,11988,312,0.188,83,9,43,8,2.16,0.23,0.21,1.12,0.246,11506,346,10707,453,299,0.161,0.18,0.583,,0,0,0,0,24,-11,-541,0,685,25173,20539,0,34786,0
NS,Bay,MID,4,4,5,2.3,280,7,0,7.3,13607,354,0.213,39,15,8,10,1.01,0.39,0.26,0.21,0.116,15477,12629,2848,0,402,0.217,0.23,0.75,,0,0,0,0,-234,-10,598,1,335,11587,33701,14,40730,0
NS,deokdam,ADC,5,4,3,2,361,24,6,9.4,16670,433,0.262,54,16,19,5,1.4,0.42,0.13,0.49,0.16,20117,18012,1426,679,523,0.282,0.21,0.667,,0,0,0,0,1201,13,893,0,4152,5530,12696,14,16587,0
NS,Kellin,SUPPORT,2,8,8,1.3,34,0,0,0.9,8468,220,0.133,109,81,12,25,2.83,2.11,0.65,0.31,0.323,7530,471,6211,848,196,0.106,0.26,0.833,,0,0,0,0,-62,-4,-1185,-2,28,1835,26911,34,21735,0
DWG KIA,Khan,TOP,1,0,14,18,290,12,0,7.5,14112,367,0.19,38,23,3,9,0.99,0.6,0.23,0.08,0.108,23832,367,23390,75,620,0.208,0.39,0.652,,0,0,0,0,-111,-5,-386,0,2582,5386,25661,13,16342,1
DWG KIA,Canyon,JUNGLE,5,3,8,4.3,252,158,16,6.6,14398,374,0.194,40,12,7,13,1.04,0.31,0.34,0.18,0.114,17331,12252,4161,918,451,0.152,0.34,0.565,,0,0,0,0,-24,11,541,0,0,25834,53509,22,41980,1
DWG KIA,ShowMaker,MID,3,3,11,4.7,304,16,0,7.9,15127,393,0.204,62,23,9,8,1.61,0.6,0.21,0.23,0.177,32389,2040,30245,104,842,0.283,0.36,0.609,,0,0,0,0,234,10,-598,-1,6241,33,7848,30,11876,1
DWG KIA,Ghost,ADC,11,2,9,10,404,18,10,10.5,20542,534,0.276,110,54,29,8,2.86,1.4,0.21,0.75,0.313,31673,21297,7483,2893,823,0.277,0.52,0.87,,2,0,0,0,-1201,-13,-893,0,7617,10979,16622,1,20363,1
DWG KIA,BeryL,SUPPORT,3,4,10,3.3,58,0,2,1.5,10154,264,0.137,101,73,15,22,2.63,1.9,0.57,0.39,0.288,9154,1043,6981,1130,238,0.08,0.34,0.565,,0,0,0,0,62,4,1185,2,226,9782,27235,29,22964,1
GEN,Rascal,TOP,5,3,7,4,230,9,0,6.8,12137,360,0.196,35,15,10,11,1.04,0.44,0.33,0.3,0.112,12950,1675,8246,3029,384,0.169,0.36,0.75,2,0,0,0,0,2,-3,465,1,3994,9622,42459,65,31653,1
GEN,Clid,JUNGLE,2,0,9,13.2,212,117,8,6.3,12073,358,0.195,68,15,27,15,2.02,0.44,0.44,0.8,0.218,7204,3018,3424,762,214,0.094,0.33,0.688,,0,0,0,0,659,0,-147,0,465,18327,33688,21,30089,1
GEN,Bdd,MID,2,2,10,6,295,32,4,8.7,13354,396,0.215,58,18,7,5,1.72,0.53,0.15,0.21,0.186,16762,648,16039,75,497,0.219,0.36,0.75,,0,0,0,0,575,3,-67,0,2463,813,9725,22,9535,1
GEN,Ruler,ADC,7,1,5,12,348,13,8,10.3,17099,507,0.276,67,17,28,7,1.99,0.5,0.21,0.83,0.215,36608,30335,116,6157,1085,0.479,0.36,0.75,,0,0,0,0,1342,33,750,1,16222,5896,8192,15,14499,1
GEN,Life,SUPPORT,0,2,9,4.5,27,0,0,0.8,7344,218,0.118,84,59,5,19,2.49,1.75,0.56,0.15,0.269,2891,563,2328,0,86,0.038,0.27,0.563,,0,0,0,0,-95,-7,97,0,122,1864,8099,19,8689,1
DWG KIA,Khan,TOP,2,4,4,1.5,220,0,0,6.5,11103,329,0.202,30,12,7,6,0.89,0.36,0.18,0.21,0.114,13311,7729,5582,0,395,0.219,0.18,0.75,,0,0,0,0,-2,3,-465,-1,0,1542,55192,34,23121,0
DWG KIA,Canyon,JUNGLE,4,0,4,9.6,248,145,13,7.4,12006,356,0.219,54,25,12,9,1.6,0.74,0.27,0.36,0.205,19422,757,15091,3574,576,0.32,0.24,1,,0,0,0,0,-659,0,147,0,0,16429,16960,26,30311,0
DWG KIA,ShowMaker,MID,0,2,5,2.5,302,14,0,9,11536,342,0.21,53,18,10,7,1.57,0.53,0.21,0.3,0.202,11924,866,10404,654,353,0.197,0.15,0.625,,0,0,0,0,-575,-3,67,0,0,3290,9463,34,15931,0
DWG KIA,Ghost,ADC,1,2,2,1.5,317,13,0,9.4,13301,394,0.242,45,29,10,7,1.33,0.86,0.21,0.3,0.171,11429,6900,3532,997,339,0.188,0.09,0.375,,0,0,0,0,-1342,-33,-750,-1,2458,5636,8949,0,14821,0
DWG KIA,BeryL,SUPPORT,1,8,4,0.6,40,0,0,1.2,6977,207,0.127,81,51,16,17,2.4,1.51,0.5,0.47,0.308,4596,1107,2969,520,136,0.076,0.15,0.625,,0,0,0,0,95,7,-97,0,0,799,26978,26,22430,0
DWG KIA,Khan,TOP,0,1,7,7,202,5,0,7.5,8802,326,0.179,30,11,7,6,1.11,0.41,0.22,0.26,0.148,9938,6211,3727,0,368,0.191,0.26,0.636,,0,0,0,0,-685,-5,-319,0,1311,1844,22219,33,14741,1
DWG KIA,Canyon,JUNGLE,1,2,8,4.5,178,129,0,6.6,9246,342,0.188,24,8,6,8,0.89,0.3,0.3,0.22,0.118,9290,6401,2159,730,344,0.178,0.33,0.818,,0,0,0,0,-138,3,-420,-1,1044,16248,17964,15,25866,1
DWG KIA,ShowMaker,MID,5,1,4,9,259,9,0,9.6,12254,453,0.25,40,13,10,6,1.48,0.48,0.22,0.37,0.197,15381,277,15104,0,569,0.295,0.33,0.818,,2,0,0,0,-429,-6,-213,0,2227,800,5983,12,5770,1
DWG KIA,Ghost,ADC,3,1,4,7,261,10,0,9.7,11949,442,0.244,36,25,15,4,1.33,0.92,0.15,0.55,0.177,12505,10471,1043,991,463,0.24,0.26,0.636,,1,0,0,0,823,4,535,1,8398,3616,3631,3,9102,1
DWG KIA,BeryL,SUPPORT,2,3,8,3.3,42,0,0,1.6,6819,252,0.139,73,40,17,16,2.7,1.48,0.59,0.63,0.36,5038,594,3984,460,186,0.097,0.37,0.909,,0,0,0,0,204,10,18,0,219,1232,9818,22,8984,1
GEN,Rascal,TOP,1,2,4,2.5,220,5,0,8.1,9446,349,0.219,32,10,7,6,1.18,0.37,0.22,0.26,0.154,8499,1652,5987,860,314,0.221,0.18,0.625,,0,0,0,0,685,5,319,0,1042,5638,16618,50,18873,0
GEN,Clid,JUNGLE,1,2,5,3,171,116,0,6.3,8092,299,0.188,47,11,14,11,1.74,0.41,0.41,0.52,0.226,5532,2712,2330,490,205,0.144,0.22,0.75,,0,0,0,0,138,-3,420,1,0,13868,21476,18,25359,0
GEN,Bdd,MID,5,2,0,2.5,231,4,0,8.5,10326,382,0.24,23,15,6,8,0.85,0.55,0.3,0.22,0.111,7246,259,6987,0,268,0.189,0.18,0.625,,0,1,0,0,429,6,213,0,0,1842,3377,16,8390,0
GEN,Ruler,ADC,0,2,6,3,249,12,0,9.2,9632,356,0.224,46,25,15,7,1.7,0.92,0.26,0.55,0.221,12113,8608,2534,971,448,0.315,0.22,0.75,,0,0,0,0,-823,-4,-535,-1,0,4072,5507,1,10574,0
GEN,Life,SUPPORT,1,3,2,1,27,0,0,1,5569,206,0.129,60,44,8,19,2.22,1.63,0.7,0.3,0.288,5018,3176,161,1681,186,0.131,0.11,0.375,,0,0,0,0,-204,-10,-18,0,0,1176,9425,12,11432,0
GEN,Rascal,TOP,1,1,8,9,297,18,0,8.6,12521,364,0.193,45,13,14,10,1.31,0.38,0.29,0.41,0.131,10705,1522,7178,2005,311,0.168,0.26,0.643,,0,0,0,0,-275,27,407,1,2462,10799,39241,52,29043,1
GEN,Clid,JUNGLE,2,0,6,9.6,182,92,8,5.3,10861,316,0.167,86,13,33,13,2.5,0.38,0.38,0.96,0.251,5384,2412,2468,504,157,0.085,0.23,0.571,,0,0,0,0,-353,-8,-85,-1,422,12893,29224,13,23233,1
GEN,Bdd,MID,2,1,7,9,396,48,0,11.5,15521,452,0.239,49,15,11,7,1.43,0.44,0.2,0.32,0.143,18487,59,18428,0,538,0.291,0.26,0.643,,0,0,0,0,719,24,776,0,4523,1586,9514,8,12594,1
GEN,Ruler,ADC,8,0,3,13.2,383,28,4,11.1,17566,511,0.271,73,18,30,8,2.12,0.52,0.23,0.87,0.213,26920,23237,108,3575,783,0.423,0.32,0.786,,2,0,1,0,151,23,604,1,11693,5380,7506,14,10133,1
GEN,Life,SUPPORT,1,0,12,15.6,32,0,0,0.9,8425,245,0.13,90,49,13,20,2.62,1.43,0.58,0.38,0.262,2085,568,1517,0,61,0.033,0.38,0.929,,0,0,0,0,238,-7,-953,-1,697,1572,5994,15,5733,1
DWG KIA,Khan,TOP,0,3,1,0.3,227,9,0,6.6,10569,308,0.197,29,16,8,9,0.84,0.47,0.26,0.23,0.113,10538,7426,3112,0,307,0.226,0.03,0.5,,0,0,0,0,275,-27,-407,-1,5026,1195,50359,32,25679,0
DWG KIA,Canyon,JUNGLE,1,1,0,1,241,167,0,7,10782,314,0.201,57,27,9,11,1.66,0.79,0.32,0.26,0.223,12678,338,9205,3135,369,0.272,0.03,0.5,,0,0,0,0,353,8,85,1,0,14037,14662,22,29112,0
DWG KIA,ShowMaker,MID,1,4,0,0.3,290,13,0,8.4,11905,346,0.222,35,20,2,8,1.02,0.58,0.23,0.06,0.137,13300,24,13276,0,387,0.286,0.03,0.5,,0,0,0,0,-719,-24,-776,0,161,1210,13793,9,12818,0
DWG KIA,Ghost,ADC,0,2,1,0.5,364,16,0,10.6,13796,401,0.257,47,25,9,7,1.37,0.73,0.2,0.26,0.184,6222,3097,2646,479,181,0.134,0.03,0.5,,0,0,0,0,-151,-23,-604,-1,1729,4014,7641,1,13122,0
DWG KIA,BeryL,SUPPORT,0,4,1,0.3,42,0,1,1.2,6647,193,0.124,88,67,16,20,2.56,1.95,0.58,0.47,0.344,3820,324,2864,632,111,0.082,0.03,0.5,,0,0,0,0,-238,7,953,1,47,5355,13603,15,16838,0
HLE,Morgan,TOP,2,1,9,11,269,1,1,6.8,13127,330,0.188,68,24,11,15,1.71,0.6,0.38,0.28,0.178,22197,13124,8473,600,558,0.211,0.28,1,1,0,0,0,0,-509,-26,-231,0,1817,7099,92381,69,32546,1
HLE,yoHan,JUNGLE,0,2,6,3,265,145,8,6.7,12724,320,0.182,78,9,28,10,1.96,0.23,0.25,0.7,0.204,11949,652,10659,638,301,0.113,0.15,0.545,,0,0,0,0,-936,-2,-833,-1,1234,25556,20180,0,34000,1
HLE,Chovy,MID,3,0,7,12,444,28,1,11.2,18680,470,0.267,74,20,25,6,1.86,0.5,0.15,0.63,0.193,26728,871,24951,906,672,0.254,0.25,0.909,,1,0,0,0,864,25,1006,0,8352,1237,12370,22,10543,1
HLE,Vsta,ADC,3,1,4,7,209,0,0,5.3,12405,312,0.178,40,17,7,16,1.01,0.43,0.4,0.18,0.104,5892,1002,4480,410,148,0.056,0.18,0.636,,0,0,0,0,249,3,-59,0,948,7539,29066,15,21054,1
